season,week,scheme,celebrity_name,total_judge_score,judge_percent,judge_rank,eliminated_after_week,vote_share_point,vote_share_min,vote_share_max,vote_share_width
3,3,percent,Monique Coleman,27.0,0.1304347826086956,1.0,False,0.12258454106280194,0.0,0.9806763285024155,0.9806763285024155
3,3,percent,Joey Lawrence,22.0,0.1062801932367149,4.0,False,0.12258454106280194,0.0,0.9806763285024155,0.9806763285024155
3,3,percent,Mario Lopez,22.0,0.1062801932367149,4.0,False,0.12258454106280194,0.0,0.9806763285024155,0.9806763285024155
3,3,percent,Emmitt Smith,19.0,0.0917874396135265,9.0,False,0.12620772946859904,0.0144927536231884,0.9951690821256038,0.9806763285024155
3,3,percent,Willa Ford,22.0,0.1062801932367149,4.0,False,0.12258454106280195,0.0,0.9806763285024156,0.9806763285024156
3,3,percent,Sara Evans,25.0,0.1207729468599033,3.0,False,0.12258454106280195,0.0,0.9806763285024156,0.9806763285024156
3,3,percent,Jerry Springer,21.0,0.1014492753623188,8.0,False,0.12379227053140096,0.004830917874396101,0.9855072463768116,0.9806763285024156
3,4,percent,Vivica A. Fox,24.0,0.1212121212121212,4.0,True,0.01845819761129207,0.0,0.12878787878787878,0.12878787878787878
3,4,percent,Monique Coleman,24.0,0.1212121212121212,4.0,False,0.13897937024972856,0.0,0.9696969696969697,0.9696969696969697
3,4,percent,Joey Lawrence,27.0,0.1363636363636363,3.0,False,0.13897937024972856,0.0,0.9696969696969697,0.9696969696969697
3,4,percent,Mario Lopez,29.0,0.1464646464646464,1.0,False,0.13897937024972856,0.0,0.9696969696969697,0.9696969696969697
3,4,percent,Emmitt Smith,24.0,0.1212121212121212,4.0,False,0.13897937024972856,0.0,0.9696969696969697,0.9696969696969697
3,4,percent,Willa Ford,28.0,0.1414141414141414,2.0,False,0.13897937024972856,0.0,0.9696969696969697,0.9696969696969697
3,4,percent,Sara Evans,20.0,0.101010101010101,8.0,False,0.14477017734346725,0.020202020202020207,0.98989898989899,0.9696969696969697
3,4,percent,Jerry Springer,22.0,0.1111111111111111,7.0,False,0.14187477379659788,0.010101010101010097,0.9797979797979798,0.9696969696969697
3,5,percent,Monique Coleman,27.0,0.149171270718232,1.0,False,0.18503592079901873,0.0,0.9723756906077348,0.9723756906077348
3,5,percent,Joey Lawrence,25.0,0.1381215469613259,5.0,False,0.1892412826353601,0.011049723756906105,0.9834254143646409,0.9723756906077348
3,5,percent,Mario Lopez,27.0,0.149171270718232,1.0,False,0.18503592079901876,0.0,0.9723756906077349,0.9723756906077349
3,5,percent,Emmitt Smith,27.0,0.149171270718232,1.0,False,0.18503592079901876,0.0,0.9723756906077349,0.9723756906077349
3,5,percent,Willa Ford,27.0,0.149171270718232,1.0,True,0.03083932013316979,0.0,0.16206261510128914,0.16206261510128914
3,5,percent,Sara Evans,24.0,0.1325966850828729,6.0,True,0.03346767128088313,0.0,0.17587476979742173,0.17587476979742173
3,5,percent,Jerry Springer,24.0,0.1325966850828729,6.0,False,0.19134396355353075,0.0165745856353591,0.988950276243094,0.9723756906077349
3,6,percent,Monique Coleman,23.0,0.1949152542372881,4.0,False,0.2,0.0,1.0,1.0
3,6,percent,Joey Lawrence,24.0,0.2033898305084746,3.0,False,0.2,0.0,1.0,1.0
3,6,percent,Mario Lopez,28.0,0.2372881355932203,1.0,False,0.2,0.0,1.0,1.0
3,6,percent,Emmitt Smith,25.0,0.211864406779661,2.0,False,0.2,0.0,1.0,1.0
3,6,percent,Jerry Springer,18.0,0.1525423728813559,5.0,False,0.2,0.0,1.0,1.0
3,7,percent,Monique Coleman,27.0,0.2,4.0,False,0.2364273204903678,0.0,1.0,1.0
3,7,percent,Joey Lawrence,28.5,0.2111111111111111,1.0,False,0.2364273204903678,0.0,1.0,1.0
3,7,percent,Mario Lopez,28.0,0.2074074074074074,3.0,False,0.2364273204903678,0.0,1.0,1.0
3,7,percent,Emmitt Smith,28.5,0.2111111111111111,1.0,False,0.2364273204903678,0.0,1.0,1.0
3,7,percent,Jerry Springer,23.0,0.1703703703703703,5.0,True,0.05429071803852891,0.0,0.22962962962962968,0.22962962962962968
3,8,percent,Monique Coleman,26.5,0.2431192660550458,4.0,True,0.07887323943661971,0.0,0.25688073394495414,0.25688073394495414
3,8,percent,Joey Lawrence,27.0,0.2477064220183486,2.0,False,0.30704225352112674,0.0,1.0,1.0
3,8,percent,Mario Lopez,28.5,0.2614678899082568,1.0,False,0.30704225352112674,0.0,1.0,1.0
3,8,percent,Emmitt Smith,27.0,0.2477064220183486,2.0,False,0.30704225352112674,0.0,1.0,1.0
3,9,percent,Joey Lawrence,29.5,0.3333333333333333,1.0,True,0.14285714285714288,0.0,0.3333333333333333,0.3333333333333333
3,9,percent,Mario Lopez,29.5,0.3333333333333333,1.0,False,0.4285714285714286,0.0,1.0,1.0
3,9,percent,Emmitt Smith,29.5,0.3333333333333333,1.0,False,0.4285714285714286,0.0,1.0,1.0
3,10,percent,Mario Lopez,29.666600000000003,0.5,1.0,False,0.5,0.0,1.0,1.0
3,10,percent,Emmitt Smith,29.666600000000003,0.5,1.0,False,0.5,0.0,1.0,1.0
4,1,percent,John Ratzenberger,17.0,0.0825242718446602,8.0,False,0.09090909090909091,0.0,1.0,1.0
4,1,percent,Ian Ziering,21.0,0.1019417475728155,3.0,False,0.09090909090909091,0.0,1.0,1.0
4,1,percent,Clyde Drexler,16.0,0.0776699029126213,9.0,False,0.09090909090909091,0.0,1.0,1.0
4,1,percent,Laila Ali,23.0,0.1116504854368932,2.0,False,0.09090909090909091,0.0,1.0,1.0
4,1,percent,Apolo Anton Ohno,21.0,0.1019417475728155,3.0,False,0.09090909090909091,0.0,1.0,1.0
4,1,percent,Shandi Finnessey,19.0,0.0922330097087378,5.0,False,0.09090909090909091,0.0,1.0,1.0
4,1,percent,Paulina Porizkova,19.0,0.0922330097087378,5.0,False,0.09090909090909091,0.0,1.0,1.0
4,1,percent,Heather Mills,18.0,0.087378640776699,7.0,False,0.09090909090909091,0.0,1.0,1.0
4,1,percent,Billy Ray Cyrus,13.0,0.0631067961165048,11.0,False,0.09090909090909091,0.0,1.0,1.0
4,1,percent,Joey Fatone,24.0,0.116504854368932,1.0,False,0.09090909090909091,0.0,1.0,1.0
4,1,percent,Leeza Gibbons,15.0,0.0728155339805825,10.0,False,0.09090909090909091,0.0,1.0,1.0
4,2,percent,John Ratzenberger,21.0,0.0857142857142857,6.0,False,0.09870797185091411,0.0,0.983673469387755,0.983673469387755
4,2,percent,Ian Ziering,22.0,0.0897959183673469,5.0,False,0.09870797185091411,0.0,0.983673469387755,0.983673469387755
4,2,percent,Clyde Drexler,18.0,0.073469387755102,11.0,False,0.10116543173101984,0.012244897959183695,0.9959183673469387,0.983673469387755
4,2,percent,Laila Ali,27.0,0.110204081632653,1.0,False,0.09870797185091411,0.0,0.983673469387755,0.983673469387755
4,2,percent,Apolo Anton Ohno,26.0,0.1061224489795918,2.0,False,0.09870797185091411,0.0,0.983673469387755,0.983673469387755
4,2,percent,Shandi Finnessey,20.0,0.0816326530612244,10.0,False,0.09952712514428269,0.004081632653061301,0.9877551020408163,0.983673469387755
4,2,percent,Paulina Porizkova,21.0,0.0857142857142857,6.0,True,0.009643668317384666,0.0,0.09610389610389608,0.09610389610389608
4,2,percent,Heather Mills,24.0,0.0979591836734693,3.0,False,0.09870797185091411,0.0,0.983673469387755,0.983673469387755
4,2,percent,Billy Ray Cyrus,21.0,0.0857142857142857,6.0,False,0.09870797185091411,0.0,0.983673469387755,0.983673469387755
4,2,percent,Joey Fatone,24.0,0.0979591836734693,3.0,False,0.09870797185091411,0.0,0.983673469387755,0.983673469387755
4,2,percent,Leeza Gibbons,21.0,0.0857142857142857,6.0,False,0.09870797185091411,0.0,0.983673469387755,0.983673469387755
4,3,percent,John Ratzenberger,20.0,0.091743119266055,9.0,False,0.11016163904046126,0.004587155963302808,0.9770642201834862,0.9724770642201833
4,3,percent,Ian Ziering,24.0,0.110091743119266,1.0,False,0.10913209101204571,0.0,0.9724770642201833,0.9724770642201833
4,3,percent,Clyde Drexler,16.0,0.073394495412844,10.0,False,0.11427983115412335,0.022935779816513804,0.9954128440366972,0.9724770642201833
4,3,percent,Laila Ali,21.0,0.0963302752293578,6.0,False,0.10913209101204571,0.0,0.9724770642201833,0.9724770642201833
4,3,percent,Apolo Anton Ohno,23.0,0.1055045871559633,5.0,False,0.10913209101204571,0.0,0.9724770642201833,0.9724770642201833
4,3,percent,Shandi Finnessey,21.0,0.0963302752293578,6.0,True,0.011633892721095442,0.0,0.10366972477064221,0.10366972477064221
4,3,percent,Heather Mills,24.0,0.110091743119266,1.0,False,0.10913209101204571,0.0,0.9724770642201833,0.9724770642201833
4,3,percent,Billy Ray Cyrus,21.0,0.0963302752293578,6.0,False,0.10913209101204571,0.0,0.9724770642201833,0.9724770642201833
4,3,percent,Joey Fatone,24.0,0.110091743119266,1.0,False,0.10913209101204571,0.0,0.9724770642201833,0.9724770642201833
4,3,percent,Leeza Gibbons,24.0,0.110091743119266,1.0,False,0.10913209101204571,0.0,0.9724770642201833,0.9724770642201833
4,4,percent,John Ratzenberger,16.0,0.0842105263157894,7.0,False,0.12270956571923243,0.0,0.9947368421052631,0.9947368421052631
4,4,percent,Ian Ziering,24.0,0.1263157894736842,3.0,False,0.12270956571923243,0.0,0.9947368421052631,0.9947368421052631
4,4,percent,Clyde Drexler,15.0,0.0789473684210526,9.0,False,0.12400807964218727,0.005263157894736803,1.0,0.9947368421052631
4,4,percent,Laila Ali,21.0,0.1105263157894736,5.0,False,0.12270956571923243,0.0,0.9947368421052631,0.9947368421052631
4,4,percent,Apolo Anton Ohno,26.0,0.1368421052631579,2.0,False,0.12270956571923243,0.0,0.9947368421052631,0.9947368421052631
4,4,percent,Heather Mills,23.0,0.1210526315789473,4.0,False,0.12270956571923243,0.0,0.9947368421052631,0.9947368421052631
4,4,percent,Billy Ray Cyrus,21.0,0.1105263157894736,5.0,False,0.12270956571923243,0.0,0.9947368421052631,0.9947368421052631
4,4,percent,Joey Fatone,28.0,0.1473684210526315,1.0,False,0.12270956571923243,0.0,0.9947368421052631,0.9947368421052631
4,4,percent,Leeza Gibbons,16.0,0.0842105263157894,7.0,True,0.017024960323185692,0.0,0.13801169590643278,0.13801169590643278
4,5,percent,John Ratzenberger,18.0,0.1022727272727272,6.0,False,0.1393507521773555,0.0,1.0,1.0
4,5,percent,Ian Ziering,24.0,0.1363636363636363,4.0,False,0.1393507521773555,0.0,1.0,1.0
4,5,percent,Clyde Drexler,13.0,0.0738636363636363,8.0,True,0.024544734758511478,0.0,0.17613636363636362,0.17613636363636362
4,5,percent,Laila Ali,28.0,0.1590909090909091,2.0,False,0.1393507521773555,0.0,1.0,1.0
4,5,percent,Apolo Anton Ohno,30.0,0.1704545454545454,1.0,False,0.1393507521773555,0.0,1.0,1.0
4,5,percent,Heather Mills,21.0,0.1193181818181818,5.0,False,0.1393507521773555,0.0,1.0,1.0
4,5,percent,Billy Ray Cyrus,17.0,0.096590909090909,7.0,False,0.1393507521773555,0.0,1.0,1.0
4,5,percent,Joey Fatone,25.0,0.1420454545454545,3.0,False,0.1393507521773555,0.0,1.0,1.0
4,6,percent,John Ratzenberger,19.0,0.1117647058823529,7.0,False,0.1683680604111313,0.023529411764705882,0.988235294117647,0.9647058823529411
4,6,percent,Ian Ziering,24.0,0.1411764705882353,4.0,False,0.16053698783386938,0.0,0.9647058823529411,0.9647058823529411
4,6,percent,Laila Ali,28.0,0.1647058823529411,1.0,False,0.16053698783386938,0.0,0.9647058823529411,0.9647058823529411
4,6,percent,Apolo Anton Ohno,28.0,0.1647058823529411,1.0,False,0.16053698783386938,0.0,0.9647058823529411,0.9647058823529411
4,6,percent,Heather Mills,23.0,0.1352941176470588,5.0,True,0.025031464130890777,0.0,0.15042016806722686,0.15042016806722686
4,6,percent,Billy Ray Cyrus,21.0,0.1235294117647058,6.0,False,0.16445252412250036,0.011764705882352983,0.9764705882352941,0.9647058823529411
4,6,percent,Joey Fatone,27.0,0.1588235294117647,3.0,False,0.16053698783386938,0.0,0.9647058823529411,0.9647058823529411
4,7,percent,John Ratzenberger,22.5,0.145631067961165,5.0,True,0.036662452591656125,0.0,0.18770226537216825,0.18770226537216825
4,7,percent,Ian Ziering,27.0,0.174757281553398,3.0,False,0.19089759797724398,0.0,0.977346278317152,0.977346278317152
4,7,percent,Laila Ali,29.5,0.1909385113268608,1.0,False,0.19089759797724398,0.0,0.977346278317152,0.977346278317152
4,7,percent,Apolo Anton Ohno,27.0,0.174757281553398,3.0,False,0.19089759797724398,0.0,0.977346278317152,0.977346278317152
4,7,percent,Billy Ray Cyrus,19.0,0.1229773462783171,6.0,False,0.19974715549936792,0.022653721682847905,1.0,0.977346278317152
4,7,percent,Joey Fatone,29.5,0.1909385113268608,1.0,False,0.19089759797724398,0.0,0.977346278317152,0.977346278317152
4,8,percent,Ian Ziering,23.5,0.1872509960159362,4.0,False,0.2353713428357089,0.0,1.0,1.0
4,8,percent,Laila Ali,26.5,0.2111553784860557,3.0,False,0.2353713428357089,0.0,1.0,1.0
4,8,percent,Apolo Anton Ohno,29.0,0.2310756972111553,1.0,False,0.2353713428357089,0.0,1.0,1.0
4,8,percent,Billy Ray Cyrus,19.0,0.1513944223107569,5.0,True,0.058514628657164273,0.0,0.248605577689243,0.248605577689243
4,8,percent,Joey Fatone,27.5,0.2191235059760956,2.0,False,0.2353713428357089,0.0,1.0,1.0
4,9,percent,Ian Ziering,29.0,0.2447257383966244,4.0,True,0.07841866493843166,0.0,0.25527426160337563,0.25527426160337563
4,9,percent,Laila Ali,30.0,0.2531645569620253,1.0,False,0.30719377835385614,0.0,1.0,1.0
4,9,percent,Apolo Anton Ohno,29.5,0.2489451476793249,3.0,False,0.30719377835385614,0.0,1.0,1.0
4,9,percent,Joey Fatone,30.0,0.2531645569620253,1.0,False,0.30719377835385614,0.0,1.0,1.0
4,10,percent,Laila Ali,28.333200000000005,0.3281854310465651,3.0,False,0.3333333333333333,0.0,1.0,1.0
4,10,percent,Apolo Anton Ohno,29.3332,0.3397685007685366,1.0,False,0.3333333333333333,0.0,1.0,1.0
4,10,percent,Joey Fatone,28.6665,0.3320460681848982,2.0,False,0.3333333333333333,0.0,1.0,1.0
