season,week,name,industry,est_fan_share,uncertainty,num_elim,is_eliminated,is_valid_signal
2,4,Tia Carrere,Actor/Actress,2.6444007889473826e-06,1.3961971762286998e-15,1,False,False
2,5,Drew Lachey,Singer/Rapper,3.398960062634822e-06,2.6717826333309498e-11,1,False,False
2,5,George Hamilton,Actor/Actress,0.0004628026289010879,7.2366888139820005e-06,1,False,False
2,5,Jerry Rice,Athlete,4.465458061858264e-06,3.3745830099735225e-11,1,False,False
2,5,Lisa Rinna,Actor/Actress,0.9992472883054778,0.0046707179111616925,1,False,True
2,5,Stacy Keibler,Athlete,0.00027014737154821845,2.6763864673662046e-06,1,False,False
2,5,Tia Carrere,Actor/Actress,1.1897275949130196e-05,4.209823168590949e-09,1,True,False
2,6,Drew Lachey,Singer/Rapper,1.0725081425578595e-05,8.857956163137692e-11,1,False,False
2,6,George Hamilton,Actor/Actress,3.579286230061318e-06,8.481212479507394e-13,1,True,False
2,6,Jerry Rice,Athlete,0.9999750738076895,3.324262355630658e-05,1,False,False
2,6,Lisa Rinna,Actor/Actress,3.6734253865398215e-06,3.854344884528912e-12,1,False,False
2,6,Stacy Keibler,Athlete,6.948399267892625e-06,1.3578362416358386e-13,1,False,False
2,7,Drew Lachey,Singer/Rapper,0.185236138477704,0.8169935607701916,1,False,True
2,7,Jerry Rice,Athlete,0.6610568870984375,0.8390004800768254,1,False,True
2,7,Lisa Rinna,Actor/Actress,2.116730674541087e-05,8.918942636967835e-11,1,True,False
2,7,Stacy Keibler,Athlete,0.15368580711711285,0.790864187829413,1,False,True
2,8,Drew Lachey,Singer/Rapper,0.3333333333333333,,0,False,False
2,8,Jerry Rice,Athlete,0.3333333333333333,,0,False,False
2,8,Stacy Keibler,Athlete,0.3333333333333333,,0,False,False
3,1,Emmitt Smith,Athlete,2.845502426175916e-05,1.1081095147526184e-08,1,False,False
3,1,Harry Hamlin,Actor/Actress,0.0014231292251020372,0.005288690469466231,1,False,True
3,1,Jerry Springer,TV Personality,1.8610710592219455e-05,1.2285702397700122e-09,1,False,False
3,1,Joey Lawrence,Actor/Actress,0.9982983397078292,0.013708166759093698,1,False,True
3,1,Mario Lopez,Actor/Actress,4.3146023387064105e-05,1.0594692262446864e-09,1,False,False
3,1,Monique Coleman,Actor/Actress,5.9501248970166e-06,2.4347211147613915e-13,1,False,False
3,1,Sara Evans,Singer/Rapper,5.125460647034695e-05,1.6466619913512176e-10,1,False,False
3,1,Shanna Moakler,Model,6.794552348569896e-05,3.9466011212359125e-08,1,False,False
3,1,Tucker Carlson,TV Personality,5.008266057196859e-05,1.6371104505886892e-10,1,True,False
3,1,Vivica A. Fox,Actor/Actress,1.4412618678252366e-06,3.9902495745093027e-13,1,False,False
3,1,Willa Ford,Singer/Rapper,1.1645131535113262e-05,5.549313667256733e-12,1,False,False
3,2,Emmitt Smith,Athlete,2.059091145640504e-05,4.3995432999827395e-10,1,False,False
3,2,Harry Hamlin,Actor/Actress,0.2722449126162957,0.7880994715782242,1,False,True
3,2,Jerry Springer,TV Personality,0.3248716365180855,0.7396872018084112,1,False,True
3,2,Joey Lawrence,Actor/Actress,3.3420752411192987e-06,6.447551830144769e-14,1,False,False
3,2,Mario Lopez,Actor/Actress,0.2370513272002189,0.6844583794119465,1,False,True
3,2,Monique Coleman,Actor/Actress,4.354848648556702e-06,1.0049006425601112e-12,1,False,False
3,2,Sara Evans,Singer/Rapper,0.16393059493455092,0.6152505082295817,1,False,True
3,2,Shanna Moakler,Model,1.1964069192822452e-05,6.050335170790954e-11,1,True,False
3,2,Vivica A. Fox,Actor/Actress,0.00012445672345008226,7.795914026949111e-06,1,False,False
3,2,Willa Ford,Singer/Rapper,0.0017368201028591687,0.018463383531358932,1,False,True
3,3,Emmitt Smith,Athlete,0.5714770933634997,0.9737943601398068,1,False,True
3,3,Harry Hamlin,Actor/Actress,6.53988056761995e-21,7.838294102863385e-30,1,True,False
3,3,Jerry Springer,TV Personality,0.3762729469674851,0.9743211520812151,1,False,True
3,3,Joey Lawrence,Actor/Actress,1.4869265013526238e-05,1.3344331641165274e-11,1,False,False
3,3,Mario Lopez,Actor/Actress,3.3277057244376225e-07,1.6567213075535403e-14,1,False,False
3,3,Monique Coleman,Actor/Actress,3.953696420437625e-06,6.40357002714063e-16,1,False,False
3,3,Sara Evans,Singer/Rapper,2.06476793476359e-05,1.7296182502671266e-10,1,False,False
3,3,Vivica A. Fox,Actor/Actress,5.453748667055677e-07,7.623653730498455e-14,1,False,False
3,3,Willa Ford,Singer/Rapper,0.05220961088279462,0.5352244281381349,1,False,True
3,4,Emmitt Smith,Athlete,0.5574405748494043,0.43846131636081537,1,False,True
3,4,Jerry Springer,TV Personality,0.26257284508543866,0.3315127332358207,1,False,True
3,4,Joey Lawrence,Actor/Actress,3.3890515739746797e-05,4.841361065005194e-10,1,False,False
3,4,Mario Lopez,Actor/Actress,1.5426141543043127e-09,7.992067659086648e-38,1,False,False
3,4,Monique Coleman,Actor/Actress,0.0010730422292517991,0.014420560025153439,1,False,True
3,4,Sara Evans,Singer/Rapper,0.1788795398562939,0.3840377633374213,1,False,True
3,4,Vivica A. Fox,Actor/Actress,4.39342969110986e-11,1.6543196783289332e-31,1,True,False
3,4,Willa Ford,Singer/Rapper,1.0587732964913166e-07,1.67820261267621e-20,1,False,False
3,5,Emmitt Smith,Athlete,0.3879895759656489,0.22548273254232587,1,False,True
3,5,Jerry Springer,TV Personality,0.04163313427770073,0.05231015724820552,1,False,True
3,5,Joey Lawrence,Actor/Actress,0.48335337986422816,0.25508461191089943,1,False,True
3,5,Mario Lopez,Actor/Actress,6.03242410983521e-07,2.4977489554869435e-07,1,False,False
3,5,Monique Coleman,Actor/Actress,0.0012536632811589587,0.008268711622202727,1,False,True
3,5,Sara Evans,Singer/Rapper,0.08576964336886826,0.04426826938985795,1,False,True
3,5,Willa Ford,Singer/Rapper,2.077759784793449e-22,1.8657790723738705e-132,1,True,False
3,6,Emmitt Smith,Athlete,0.2,,0,False,False
3,6,Jerry Springer,TV Personality,0.2,,0,False,False
3,6,Joey Lawrence,Actor/Actress,0.2,,0,False,False
3,6,Mario Lopez,Actor/Actress,0.2,,0,False,False
3,6,Monique Coleman,Actor/Actress,0.2,,0,False,False
3,7,Emmitt Smith,Athlete,0.9057745044801888,0.7062380569823382,1,False,True
3,7,Jerry Springer,TV Personality,1.0725594374979248e-05,3.5063075283043816e-14,1,True,False
3,7,Joey Lawrence,Actor/Actress,0.09247143695912233,0.7062380569823382,1,False,True
3,7,Mario Lopez,Actor/Actress,0.0016922597006450817,0.0002910973337096238,1,False,True
3,7,Monique Coleman,Actor/Actress,5.1073265669818234e-05,3.207163550655307e-10,1,False,False
3,8,Emmitt Smith,Athlete,0.00010893376762400814,1.3219725207999442e-07,1,False,False
3,8,Joey Lawrence,Actor/Actress,0.9998385927117791,0.0010501786755431342,1,False,True
3,8,Mario Lopez,Actor/Actress,4.642548322759064e-05,5.39003126119613e-07,1,False,False
3,8,Monique Coleman,Actor/Actress,6.0480373697921315e-06,3.716201607849431e-11,1,True,False
3,9,Emmitt Smith,Athlete,0.3333333333333333,,0,False,False
3,9,Joey Lawrence,Actor/Actress,0.3333333333333333,,0,False,False
3,9,Mario Lopez,Actor/Actress,0.3333333333333333,,0,False,False
3,10,Emmitt Smith,Athlete,0.5,,0,False,False
3,10,Mario Lopez,Actor/Actress,0.5,,0,False,False
4,1,Apolo Anton Ohno,Athlete,0.09090909090909091,,0,False,False
4,1,Billy Ray Cyrus,Singer/Rapper,0.09090909090909091,,0,False,False
4,1,Clyde Drexler,Athlete,0.09090909090909091,,0,False,False
4,1,Heather Mills,Model,0.09090909090909091,,0,False,False
4,1,Ian Ziering,Actor/Actress,0.09090909090909091,,0,False,False
4,1,Joey Fatone,Singer/Rapper,0.09090909090909091,,0,False,False
4,1,John Ratzenberger,Actor/Actress,0.09090909090909091,,0,False,False
4,1,Laila Ali,Athlete,0.09090909090909091,,0,False,False
4,1,Leeza Gibbons,TV Personality,0.09090909090909091,,0,False,False
4,1,Paulina Porizkova,Model,0.09090909090909091,,0,False,False
4,1,Shandi Finnessey,Beauty Pagent,0.09090909090909091,,0,False,False
4,2,Apolo Anton Ohno,Athlete,0.27089014166243597,0.37256376124754803,1,False,True
4,2,Billy Ray Cyrus,Singer/Rapper,0.022034650329763664,0.06270148992267206,1,False,True
4,2,Clyde Drexler,Athlete,0.3814239779195752,0.3452118009218461,1,False,True
4,2,Heather Mills,Model,2.9799400954484364e-21,1.6430610171147402e-31,1,False,False
4,2,Ian Ziering,Actor/Actress,6.195762320016816e-07,1.7872389007910836e-05,1,False,False
4,2,Joey Fatone,Singer/Rapper,1.0317251503577097e-11,1.1101041514979722e-54,1,False,False
4,2,John Ratzenberger,Actor/Actress,0.27120736739714063,0.14562111805146494,1,False,True
4,2,Laila Ali,Athlete,0.012437298646590825,0.054072942175172625,1,False,True
4,2,Leeza Gibbons,TV Personality,3.069534333207284e-06,8.955198232347217e-06,1,False,False
4,2,Paulina Porizkova,Model,9.065531493664479e-21,1.0123217863621683e-49,1,True,False
4,2,Shandi Finnessey,Beauty Pagent,0.04200287492360864,0.09052619349350723,1,False,True
4,3,Apolo Anton Ohno,Athlete,6.2516869616227154e-09,1.3761792020092396e-26,1,False,False
4,3,Billy Ray Cyrus,Singer/Rapper,0.0007474603522195866,0.0009310745048785481,1,False,True
4,3,Clyde Drexler,Athlete,0.19954779412884607,0.23014262216254802,1,False,True
4,3,Heather Mills,Model,1.048478058844714e-08,6.7924326529005935e-22,1,False,False
4,3,Ian Ziering,Actor/Actress,4.8832124139915235e-08,5.059712404265653e-34,1,False,False
4,3,Joey Fatone,Singer/Rapper,5.269671861650805e-08,1.4467701978685613e-09,1,False,False
4,3,John Ratzenberger,Actor/Actress,0.6877563225693992,0.21400072035853024,1,False,True
4,3,Laila Ali,Athlete,0.11194579587051663,0.33968070632175984,1,False,True
4,3,Leeza Gibbons,TV Personality,5.726506714327672e-11,1.4206908824525116e-11,1,False,False
4,3,Shandi Finnessey,Beauty Pagent,2.5087564352211265e-06,1.2133494696674662e-27,1,True,False
4,4,Apolo Anton Ohno,Athlete,0.33643286839995884,0.42881458958450447,1,False,True
4,4,Billy Ray Cyrus,Singer/Rapper,1.540863774920524e-05,4.5151050867853334e-05,1,False,False
4,4,Clyde Drexler,Athlete,0.11374481760232794,0.20149870455416924,1,False,True
4,4,Heather Mills,Model,3.407609686161302e-20,7.914263424908432e-38,1,False,False
4,4,Ian Ziering,Actor/Actress,0.5201461001168776,0.37953098720653794,1,False,True
4,4,Joey Fatone,Singer/Rapper,0.02965173271105311,0.17012381121837647,1,False,True
4,4,John Ratzenberger,Actor/Actress,9.070600097750652e-06,1.4663457245859321e-05,1,False,False
4,4,Laila Ali,Athlete,1.9319343305579027e-09,3.809435630792145e-12,1,False,False
4,4,Leeza Gibbons,TV Personality,3.762476363690892e-15,6.0601392867570025e-19,1,True,False
4,5,Apolo Anton Ohno,Athlete,5.13019559826178e-06,5.313693991268894e-14,1,False,False
4,5,Billy Ray Cyrus,Singer/Rapper,9.016036142427253e-06,4.068457832046591e-12,1,False,False
4,5,Clyde Drexler,Athlete,0.00010402703175666075,1.6502156458171536e-06,1,True,False
4,5,Heather Mills,Model,0.9973492977743327,0.04088685720101748,1,False,True
4,5,Ian Ziering,Actor/Actress,0.0020547729703635598,0.03526848353405828,1,False,True
4,5,Joey Fatone,Singer/Rapper,7.488378575210084e-05,5.212194536647326e-06,1,False,False
4,5,John Ratzenberger,Actor/Actress,0.0002476768983265951,2.4371254408997596e-05,1,False,False
4,5,Laila Ali,Athlete,0.00015519530772820087,9.849087447926766e-08,1,False,False
4,6,Apolo Anton Ohno,Athlete,4.973438355400876e-06,1.3998679964749485e-13,1,False,False
4,6,Billy Ray Cyrus,Singer/Rapper,0.6422043893498554,0.8208138488080439,1,False,True
4,6,Heather Mills,Model,7.985511138853998e-06,4.2827836592651423e-13,1,True,False
4,6,Ian Ziering,Actor/Actress,0.0008208575940876656,0.01116183781045575,1,False,True
4,6,Joey Fatone,Singer/Rapper,6.6754743728974726e-06,8.181463370826672e-13,1,False,False
4,6,John Ratzenberger,Actor/Actress,0.356872231356535,0.8208138557362444,1,False,True
4,6,Laila Ali,Athlete,8.288727565402801e-05,2.810405384532378e-07,1,False,False
4,7,Apolo Anton Ohno,Athlete,0.00016515659127932256,0.00014836303301527873,1,False,True
4,7,Billy Ray Cyrus,Singer/Rapper,0.9868574694537595,0.2040245631796852,1,False,True
4,7,Ian Ziering,Actor/Actress,0.0003140321789737089,9.866145515297874e-06,1,False,False
4,7,Joey Fatone,Singer/Rapper,3.8882260392436495e-06,9.313890940131017e-11,1,False,False
4,7,John Ratzenberger,Actor/Actress,2.790329394017235e-06,1.109577250937709e-15,1,True,False
4,7,Laila Ali,Athlete,0.012656663220555144,0.20402456317968531,1,False,True
4,8,Apolo Anton Ohno,Athlete,3.259338534330888e-06,1.9389805761345367e-11,1,False,False
4,8,Billy Ray Cyrus,Singer/Rapper,9.132649464526751e-06,1.7143354427615382e-11,1,True,False
4,8,Ian Ziering,Actor/Actress,0.9997045630755945,0.001188648980293694,1,False,True
4,8,Joey Fatone,Singer/Rapper,0.00026851495788793946,5.8279143464149356e-05,1,False,False
4,8,Laila Ali,Athlete,1.4529978519737539e-05,2.2971112442776585e-09,1,False,False
4,9,Apolo Anton Ohno,Athlete,0.00031954832572596645,0.0001964246294388126,1,False,True
4,9,Ian Ziering,Actor/Actress,2.426293149044731e-06,2.292187619130831e-13,1,True,False
4,9,Joey Fatone,Singer/Rapper,0.0005401020964135733,2.659536183393115e-05,1,False,False
4,9,Laila Ali,Athlete,0.999137923284712,0.005700945150625358,1,False,True
4,10,Apolo Anton Ohno,Athlete,0.3333333333333333,,0,False,False
4,10,Joey Fatone,Singer/Rapper,0.3333333333333333,,0,False,False
4,10,Laila Ali,Athlete,0.3333333333333333,,0,False,False
5,1,Albert Reed,Model,8.106381621014959e-06,5.779718005803725e-10,1,False,False
5,1,Cameron Mathison,Actor/Actress,0.002477909170731499,0.014726708757762327,1,False,True
5,1,Floyd Mayweather Jr. ,Athlete,0.002312973113456443,0.01711888821653128,1,False,True
5,1,Helio Castroneves,Racing Driver,0.9941766455041671,0.09906348743566529,1,False,True
5,1,Jane Seymour,Actor/Actress,1.0335296081854724e-05,1.6231338789516186e-10,1,False,False
5,1,Jennie Garth,Actor/Actress,8.877667153796698e-05,1.706174108189417e-07,1,False,False
5,1,Josie Maran,Model,2.2337040321415067e-05,2.484894662844002e-09,1,True,False
5,1,Marie Osmond,Singer/Rapper,1.1944967547717479e-05,3.453601799287605e-12,1,False,False
5,1,Mark Cuban,TV Personality,7.196124833199062e-05,2.3536684847024495e-06,1,False,False
5,1,Mel B,Singer/Rapper,0.0007666588929453826,0.0012390855810142658,1,False,True
5,1,Sabrina Bryan,Actor/Actress,1.748792582764044e-05,1.824958395219347e-10,1,False,False
5,1,Wayne Newton,Singer/Rapper,3.4863787430103084e-05,5.936192390615183e-12,1,False,False
5,2,Albert Reed,Model,1.3252983522047649e-20,3.025486622962563e-28,1,True,False
5,2,Cameron Mathison,Actor/Actress,1.6618873576901558e-06,3.1632978491191377e-15,1,False,False
5,2,Floyd Mayweather Jr. ,Athlete,2.121813261771865e-05,7.483709033301576e-12,1,False,False
5,2,Helio Castroneves,Racing Driver,0.00013246328317588032,5.394697186483904e-10,1,False,False
5,2,Jane Seymour,Actor/Actress,3.797823869424478e-05,2.111146641375137e-08,1,False,False
5,2,Jennie Garth,Actor/Actress,4.402216081640963e-06,9.370350051243352e-12,1,False,False
5,2,Marie Osmond,Singer/Rapper,3.2149304390461946e-05,1.2423606252664298e-08,1,False,False
5,2,Mark Cuban,TV Personality,0.7512650615583003,0.6320612633656,1,False,True
5,2,Mel B,Singer/Rapper,3.167927989066402e-06,1.2729085408261099e-16,1,False,False
5,2,Sabrina Bryan,Actor/Actress,1.8062444675710402e-05,4.743404222832299e-11,1,False,False
5,2,Wayne Newton,Singer/Rapper,0.24848383500671908,0.6320612633619763,1,False,True
5,3,Cameron Mathison,Actor/Actress,5.591494514525155e-06,8.138074060355046e-12,1,False,False
5,3,Floyd Mayweather Jr. ,Athlete,1.0592379278558965e-05,2.920494079759768e-11,1,False,False
5,3,Helio Castroneves,Racing Driver,0.11921794923610338,0.8801268192715539,1,False,True
5,3,Jane Seymour,Actor/Actress,0.12886630847985805,0.7189503436695397,1,False,True
5,3,Jennie Garth,Actor/Actress,1.0110851272596265e-06,6.17373091109361e-14,1,False,False
5,3,Marie Osmond,Singer/Rapper,1.0705886103969076e-05,8.205977745038882e-12,1,False,False
5,3,Mark Cuban,TV Personality,0.0008936643333446978,0.0005183052165610565,1,False,True
5,3,Mel B,Singer/Rapper,4.835735204128244e-05,3.4848452456423824e-12,1,False,False
5,3,Sabrina Bryan,Actor/Actress,0.7509095758728196,0.8801789697924434,1,False,True
5,3,Wayne Newton,Singer/Rapper,3.624388081153521e-05,1.4060113540472456e-08,1,True,False
5,4,Cameron Mathison,Actor/Actress,0.5971311877044353,0.8891533438716848,1,False,True
5,4,Floyd Mayweather Jr. ,Athlete,3.962543947251681e-06,2.4353574218922555e-11,1,True,False
5,4,Helio Castroneves,Racing Driver,0.0002993844493142063,0.00012469572141334423,1,False,True
5,4,Jane Seymour,Actor/Actress,0.00011073591492931843,8.804213132735618e-06,1,False,False
5,4,Jennie Garth,Actor/Actress,6.540416681220744e-06,2.901501299679198e-14,1,False,False
5,4,Marie Osmond,Singer/Rapper,9.539171677604715e-05,1.8034469522040785e-10,1,False,False
5,4,Mark Cuban,TV Personality,0.4023458661346173,0.8881426021240635,1,False,True
5,4,Mel B,Singer/Rapper,3.305279414293021e-06,1.1120866942440591e-12,1,False,False
5,4,Sabrina Bryan,Actor/Actress,3.6258398848332906e-06,1.5211535160788293e-13,1,False,False
5,5,Cameron Mathison,Actor/Actress,0.00177351991612453,0.030825261139634186,1,False,True
5,5,Helio Castroneves,Racing Driver,8.856432590538421e-05,1.1193591934550101e-08,1,False,False
5,5,Jane Seymour,Actor/Actress,5.73092016693975e-07,7.99686469273364e-21,1,False,False
5,5,Jennie Garth,Actor/Actress,0.027484286626736215,0.2703862955646223,1,False,True
5,5,Marie Osmond,Singer/Rapper,0.25510864179533693,0.7002463512255387,1,False,True
5,5,Mark Cuban,TV Personality,1.388512341421512e-05,2.35209013768915e-16,1,True,False
5,5,Mel B,Singer/Rapper,1.1548520439800592e-05,7.717015777367166e-15,1,False,False
5,5,Sabrina Bryan,Actor/Actress,0.7155189806000285,0.7025419781431665,1,False,True
5,6,Cameron Mathison,Actor/Actress,0.00047895133756603413,9.425508020131424e-05,1,False,False
5,6,Helio Castroneves,Racing Driver,0.2613255791368316,0.4411533704222153,1,False,True
5,6,Jane Seymour,Actor/Actress,0.5247628581083916,0.48133487786797563,1,False,True
5,6,Jennie Garth,Actor/Actress,1.100835980563584e-06,5.600461159287007e-19,1,False,False
5,6,Marie Osmond,Singer/Rapper,0.12379004786118052,0.3190097137552683,1,False,True
5,6,Mel B,Singer/Rapper,0.08964146266328071,0.2059295945889601,1,False,True
5,6,Sabrina Bryan,Actor/Actress,5.6774283162985566e-11,7.557171538453891e-29,1,True,False
5,7,Cameron Mathison,Actor/Actress,0.999919994274542,0.00024595913163527605,1,False,True
5,7,Helio Castroneves,Racing Driver,3.572781194215351e-06,1.235975811921902e-13,1,False,False
5,7,Jane Seymour,Actor/Actress,4.081151675021763e-06,5.159915898097928e-12,1,True,False
5,7,Jennie Garth,Actor/Actress,4.978007774238578e-05,3.447431528783982e-09,1,False,False
5,7,Marie Osmond,Singer/Rapper,2.155163933352531e-05,7.444709526435602e-11,1,False,False
5,7,Mel B,Singer/Rapper,1.020075513891497e-06,1.1302280444853602e-14,1,False,False
5,8,Cameron Mathison,Actor/Actress,1.1670020444935567e-05,2.9176399341629643e-10,1,True,False
5,8,Helio Castroneves,Racing Driver,0.009724721477380812,0.13301393489344518,1,False,True
5,8,Jennie Garth,Actor/Actress,0.48978795295982286,0.7595494440417272,1,False,True
5,8,Marie Osmond,Singer/Rapper,0.5004732782658016,0.7595494440417272,1,False,True
5,8,Mel B,Singer/Rapper,2.3772765476993572e-06,2.2103876610892915e-15,1,False,False
5,9,Helio Castroneves,Racing Driver,1.2386829627942335e-05,2.85387908181246e-12,1,False,False
5,9,Jennie Garth,Actor/Actress,1.8666935053948907e-06,9.620773845432237e-14,1,True,False
5,9,Marie Osmond,Singer/Rapper,0.9999832399617441,7.604958398244044e-06,1,False,False
5,9,Mel B,Singer/Rapper,2.5065151231522986e-06,1.3884576287372269e-14,1,False,False
5,10,Helio Castroneves,Racing Driver,0.3333333333333333,,0,False,False
5,10,Marie Osmond,Singer/Rapper,0.3333333333333333,,0,False,False
5,10,Mel B,Singer/Rapper,0.3333333333333333,,0,False,False
6,1,Adam Carolla,Radio Personality,0.08333333333333333,,0,False,False
6,1,Cristian de la Fuente,Actor/Actress,0.08333333333333333,,0,False,False
6,1,Jason Taylor,Athlete,0.08333333333333333,,0,False,False
6,1,Kristi Yamaguchi,Athlete,0.08333333333333333,,0,False,False
6,1,Mario,Singer/Rapper,0.08333333333333333,,0,False,False
6,1,Marissa Jaret Winokur,Actor/Actress,0.08333333333333333,,0,False,False
6,1,Marlee Matlin,Actor/Actress,0.08333333333333333,,0,False,False
6,1,Monica Seles,Athlete,0.08333333333333333,,0,False,False
6,1,Penn Jillette,Magician,0.08333333333333333,,0,False,False
6,1,Priscilla Presley,Actor/Actress,0.08333333333333333,,0,False,False
6,1,Shannon Elizabeth,Actor/Actress,0.08333333333333333,,0,False,False
6,1,Steve Guttenberg,Actor/Actress,0.08333333333333333,,0,False,False
6,2,Adam Carolla,Radio Personality,5.944700735491679e-05,4.002817268984176e-09,2,False,False
6,2,Cristian de la Fuente,Actor/Actress,1.0490958605974963e-05,1.3015648235488792e-11,2,False,False
6,2,Jason Taylor,Athlete,4.9508540895442864e-05,4.895527507446376e-08,2,False,False
6,2,Kristi Yamaguchi,Athlete,6.047551175049901e-06,3.034471240126517e-13,2,False,False
6,2,Mario,Singer/Rapper,1.2222189577260954e-05,5.4465602338513095e-12,2,False,False
6,2,Marissa Jaret Winokur,Actor/Actress,0.003561209541448303,0.04791060900055129,2,False,True
6,2,Marlee Matlin,Actor/Actress,4.779539166151793e-05,2.9579263637397347e-09,2,False,False
