season,week,celebrity_name,judge_percent,est_fan_percent,uncertainty,is_eliminated
2,3,Stacy Keibler,14.83516483516483,12.338101328374501,10.671234826521806,False
2,3,Jerry Rice,10.43956043956044,16.08555345183804,10.736793395102008,False
2,3,Giselle Fernandez,12.08791208791208,1.927092288402257,1.54952928289673,True
2,3,Master P,7.69230769230769,18.16901251486961,10.44780172548075,False
2,3,Drew Lachey,14.83516483516483,12.143265886556982,10.234267378306791,False
2,4,Tia Carrere,15.822784810126581,15.694725741531796,13.143675789708482,False
2,4,George Hamilton,13.29113924050632,16.251391369867267,13.0274009274308,False
2,4,Lisa Rinna,16.455696202531637,15.825519019636406,13.181025366725528,False
2,4,Stacy Keibler,16.455696202531637,15.565349742485168,13.072038010137746,False
2,4,Jerry Rice,15.18987341772152,15.591862408696088,12.95241015330361,False
2,4,Master P,5.0632911392405,5.72031143259421,3.843730046320448,True
2,4,Drew Lachey,17.72151898734177,15.350840285189193,13.074980418861855,False
2,5,Tia Carrere,14.56953642384106,3.5398612491031014,2.671180690866085,True
2,5,George Hamilton,15.89403973509933,19.971574507519794,14.228233022660497,False
2,5,Lisa Rinna,16.556291390728468,19.8535347708014,14.633191053300903,False
2,5,Stacy Keibler,19.867549668874172,18.100827907330007,14.534542533856646,False
2,5,Jerry Rice,15.2317880794702,19.815630493064003,13.97227043907583,False
2,5,Drew Lachey,17.880794701986748,18.7185710721819,14.2177019515887,False
2,6,George Hamilton,17.29323308270676,4.872272195040452,3.723533035288822,True
2,6,Lisa Rinna,20.300751879699238,23.772601388403086,16.655074606771226,False
2,6,Stacy Keibler,22.5563909774436,22.809582977211953,17.263929515246218,False
2,6,Jerry Rice,17.29323308270676,26.082757338204814,16.847644169184278,False
2,6,Drew Lachey,22.5563909774436,22.462786101139667,16.760166212811182,False
2,7,Lisa Rinna,25.98039215686274,6.043296854323066,4.646379459557462,True
2,7,Stacy Keibler,26.96078431372549,29.435535380350338,17.77964465211369,False
2,7,Jerry Rice,20.09803921568627,35.89814944089941,17.209767971518588,False
2,7,Drew Lachey,26.96078431372549,28.623018324427232,17.277815850354838,False
3,1,Harry Hamlin,8.0188679245283,9.87263469375999,8.398891168298825,False
3,1,Vivica A. Fox,10.37735849056603,9.444073426735164,8.652499143841633,False
3,1,Monique Coleman,8.96226415094339,9.763664795233911,8.639297976621874,False
3,1,Joey Lawrence,9.90566037735849,9.894066526159106,8.804062876347613,False
3,1,Mario Lopez,12.264150943396219,9.501452507581892,8.22893088892264,False
3,1,Emmitt Smith,11.32075471698113,9.170327830376895,8.47681601198491,False
3,1,Shanna Moakler,8.49056603773584,9.926099454475876,8.646132355638596,False
3,1,Willa Ford,10.37735849056603,9.811470069714693,8.784698491931495,False
3,1,Sara Evans,7.0754716981132,10.409284726279441,8.522343247000375,False
3,1,Jerry Springer,7.54716981132075,10.226312206779284,8.671252260562504,False
3,1,Tucker Carlson,5.66037735849056,1.9806137629037426,1.4148406745187596,True
3,2,Harry Hamlin,9.13043478260869,11.467720163038877,8.866974948759813,False
3,2,Vivica A. Fox,10.43478260869565,10.144514261260593,8.626283628844925,False
3,2,Monique Coleman,11.30434782608695,10.488644294485523,9.314579944159886,False
3,2,Joey Lawrence,12.60869565217391,9.425400250571082,8.47514510995407,False
3,2,Mario Lopez,9.13043478260869,11.252034595351585,8.348615195595286,False
3,2,Emmitt Smith,10.43478260869565,10.379136213207566,8.873694325677054,False
3,2,Shanna Moakler,9.56521739130434,1.2142982389874453,1.01463687883853,True
3,2,Willa Ford,10.0,10.813009687588691,8.692013487782452,False
3,2,Sara Evans,9.13043478260869,11.964392115187477,9.117673458532806,False
3,2,Jerry Springer,8.260869565217389,12.850850180321187,9.489265586259059,False
3,3,Harry Hamlin,10.628019323671491,1.4652342457805902,1.2319978284837099,True
3,3,Vivica A. Fox,13.04347826086956,11.412635272244007,10.036737845394915,False
3,3,Monique Coleman,13.04347826086956,11.410651694165626,9.788198218077715,False
3,3,Joey Lawrence,10.628019323671491,12.691645902333436,10.295518056398576,False
3,3,Mario Lopez,10.628019323671491,12.596944276522775,9.827096039115174,False
3,3,Emmitt Smith,9.17874396135265,13.58610022508003,9.724600710539255,False
3,3,Willa Ford,10.628019323671491,12.28147022031974,9.408171365660698,False
3,3,Sara Evans,12.07729468599033,11.645941455619399,9.740006932467534,False
3,3,Jerry Springer,10.144927536231881,12.909376707934392,9.602649648904663,False
3,4,Vivica A. Fox,12.12121212121212,1.776977004312383,1.5086320112440053,True
3,4,Monique Coleman,12.12121212121212,14.079596108448893,10.826668635885238,False
3,4,Joey Lawrence,13.63636363636363,13.231641136147468,11.040743496946009,False
3,4,Mario Lopez,14.64646464646464,13.029984769789342,10.915657482490728,False
3,4,Emmitt Smith,12.12121212121212,14.368653203089771,11.083149280657112,False
3,4,Willa Ford,14.14141414141414,12.766611501069459,10.633004635551554,False
3,4,Sara Evans,10.1010101010101,15.910595959205548,10.616147683444344,False
3,4,Jerry Springer,11.11111111111111,14.835940317937114,10.626258955325149,False
3,5,Monique Coleman,14.917127071823199,15.299973500072479,11.226689015231472,False
3,5,Joey Lawrence,13.81215469613259,16.505423276913792,11.55848462481846,False
3,5,Mario Lopez,14.917127071823199,16.019016712333997,11.719252456685489,False
3,5,Emmitt Smith,14.917127071823199,15.939015504957458,12.348212045657021,False
3,5,Willa Ford,14.917127071823199,1.87916430648877,1.641776496252848,True
3,5,Sara Evans,13.25966850828729,17.173373349302132,11.555390425729776,False
3,5,Jerry Springer,13.25966850828729,17.184033349931354,11.92161367237679,False
3,7,Monique Coleman,20.0,23.513242800645152,16.982950503705098,False
3,7,Joey Lawrence,21.11111111111111,24.058758049162453,17.510800323102064,False
3,7,Mario Lopez,20.74074074074074,23.54223353862544,16.81438163599505,False
3,7,Emmitt Smith,21.11111111111111,24.02448927649481,17.33176309355917,False
3,7,Jerry Springer,17.03703703703703,4.861276335072251,3.6438384952284397,True
3,8,Monique Coleman,24.31192660550458,6.3383467869945616,4.883572098281948,True
3,8,Joey Lawrence,24.77064220183486,31.23063010669263,18.45103031585271,False
3,8,Mario Lopez,26.14678899082568,30.71735578589692,18.689486790621192,False
3,8,Emmitt Smith,24.77064220183486,31.713667320415897,18.683424453855473,False
4,2,John Ratzenberger,8.57142857142857,10.150110526722285,8.378031701280483,False
4,2,Ian Ziering,8.979591836734691,9.983714804441098,8.475438699032251,False
4,2,Clyde Drexler,7.346938775510201,11.291871782803971,8.439579782014347,False
4,2,Laila Ali,11.0204081632653,9.057050571748768,8.14258312544639,False
4,2,Apolo Anton Ohno,10.612244897959181,9.303298935814027,8.350467503571819,False
4,2,Shandi Finnessey,8.16326530612244,10.674078345917398,8.262146317356068,False
4,2,Paulina Porizkova,8.57142857142857,0.9982858674353358,0.8250130493677891,True
4,2,Heather Mills,9.79591836734693,8.968306051211618,7.895564458857279,False
4,2,Billy Ray Cyrus,8.57142857142857,10.260523778814454,8.343572012737948,False
4,2,Joey Fatone,9.79591836734693,9.32947533336922,8.472019187677294,False
4,2,Leeza Gibbons,8.57142857142857,9.983284001721815,8.441754622544918,False
4,3,John Ratzenberger,9.1743119266055,11.535407051975946,8.510988705499754,False
4,3,Ian Ziering,11.0091743119266,10.316612889854351,8.869577545028228,False
4,3,Clyde Drexler,7.3394495412844,13.5030609598574,8.829644699362737,False
4,3,Laila Ali,9.63302752293578,11.0463968198507,9.005681518092441,False
4,3,Apolo Anton Ohno,10.55045871559633,10.486288264311893,8.632380217993449,False
4,3,Shandi Finnessey,9.63302752293578,1.211059138984799,0.9744082917656743,True
4,3,Heather Mills,11.0091743119266,10.113973633558851,9.029269044188613,False
4,3,Billy Ray Cyrus,9.63302752293578,11.20879747345222,8.825117028981111,False
4,3,Joey Fatone,11.0091743119266,10.160480503378766,8.507960471030781,False
4,3,Leeza Gibbons,11.0091743119266,10.417923264775053,9.326974413558638,False
4,4,John Ratzenberger,8.42105263157894,13.620857947628002,10.584772447979043,False
4,4,Ian Ziering,12.63157894736842,11.577074925225878,10.134727968073626,False
4,4,Clyde Drexler,7.89473684210526,14.209013301809728,10.391662117200054,False
4,4,Laila Ali,11.05263157894736,12.14241078506857,10.183412051562378,False
4,4,Apolo Anton Ohno,13.684210526315791,11.765367174098749,10.532751776493743,False
4,4,Heather Mills,12.10526315789473,11.444738461501789,10.27693138259535,False
4,4,Billy Ray Cyrus,11.05263157894736,11.710836077148155,9.968333492193999,False
4,4,Joey Fatone,14.73684210526315,11.378303551948854,10.006841500966331,False
4,4,Leeza Gibbons,8.42105263157894,2.151397775570244,1.6370171999552043,True
4,5,John Ratzenberger,10.22727272727272,14.860297046432203,11.63494818888337,False
4,5,Ian Ziering,13.63636363636363,13.451054702981567,11.632481038272834,False
4,5,Clyde Drexler,7.38636363636363,3.3748364715291426,2.457903746369455,True
4,5,Laila Ali,15.909090909090908,13.257713475998866,11.321034378433996,False
4,5,Apolo Anton Ohno,17.04545454545454,13.366828245581907,11.653087043970794,False
4,5,Heather Mills,11.93181818181818,13.823034511183112,11.39146613767298,False
4,5,Billy Ray Cyrus,9.659090909090901,14.517429462468339,11.375972888303014,False
4,5,Joey Fatone,14.20454545454545,13.348806083824732,11.56194037886069,False
4,6,John Ratzenberger,11.17647058823529,19.777553184476933,12.90187130498061,False
4,6,Ian Ziering,14.117647058823529,15.901474632461799,12.356442074077583,False
4,6,Laila Ali,16.47058823529411,14.275228081898254,11.712042792242235,False
4,6,Apolo Anton Ohno,16.47058823529411,15.112180555302448,12.30939684175666,False
4,6,Heather Mills,13.529411764705879,2.391115348103755,1.9349672505184843,True
4,6,Billy Ray Cyrus,12.35294117647058,17.663270429401138,12.326424829890097,False
4,6,Joey Fatone,15.88235294117647,14.879177768355694,12.03790062295339,False
4,7,John Ratzenberger,14.563106796116502,3.5830816913130503,2.733025267011197,True
4,7,Ian Ziering,17.4757281553398,18.991839176536942,14.463281732066525,False
4,7,Laila Ali,19.09385113268608,17.929332079355508,14.236810831265185,False
4,7,Apolo Anton Ohno,17.4757281553398,18.632248371225977,14.367053101488743,False
4,7,Billy Ray Cyrus,12.29773462783171,23.076178460005938,14.363442156503206,False
4,7,Joey Fatone,19.09385113268608,17.787320221562442,14.077673617394947,False
4,8,Ian Ziering,18.72509960159362,24.69377138836583,17.04023048958853,False
4,8,Laila Ali,21.11553784860557,23.2075895847969,16.86270914145148,False
4,8,Apolo Anton Ohno,23.10756972111553,22.509864915850166,17.22869157863066,False
4,8,Billy Ray Cyrus,15.139442231075689,5.946812074190726,4.271034024517016,True
4,8,Joey Fatone,21.91235059760956,23.641962036796464,17.1135829912171,False
4,9,Ian Ziering,24.47257383966244,6.373415763695163,4.782579639699944,True
4,9,Laila Ali,25.316455696202528,30.768124795927402,18.844991957847256,False
4,9,Apolo Anton Ohno,24.894514767932492,31.473336773785583,18.470342057257234,False
4,9,Joey Fatone,25.316455696202528,31.385122666591787,18.625939290749066,False
5,1,Cameron Mathison,8.17120622568093,9.096186192854665,8.364815116489158,False
5,1,Jane Seymour,9.33852140077821,8.610242259000621,7.913897704151591,False
5,1,Sabrina Bryan,10.11673151750972,8.615402311353343,7.795714286074079,False
5,1,Jennie Garth,8.17120622568093,9.03724604257382,8.048055697959361,False
5,1,Floyd Mayweather Jr. ,7.00389105058365,9.479573213584274,8.038115436382167,False
5,1,Josie Maran,6.22568093385214,1.4407932194831679,1.0386866243353643,True
5,1,Albert Reed,8.17120622568093,9.02782560823032,8.068493389202398,False
5,1,Helio Castroneves,9.727626459143961,8.860745959325959,7.997810351079267,False
5,1,Mel B,9.33852140077821,8.594409261637312,8.155918190477621,False
5,1,Wayne Newton,7.39299610894941,9.214813588410365,8.11099212861073,False
5,1,Marie Osmond,8.17120622568093,8.939356679545956,7.928997171564069,False
5,1,Mark Cuban,8.17120622568093,9.083405664000173,8.1206762742632,False
5,2,Cameron Mathison,8.8235294117647,9.741916732836039,7.758413966164347,False
5,2,Jane Seymour,8.8235294117647,9.736602699392634,7.8590239071151995,False
5,2,Sabrina Bryan,10.92436974789916,8.649883281424533,7.9371534990094785,False
5,2,Jennie Garth,8.8235294117647,10.398489591547314,8.58737765191288,False
5,2,Floyd Mayweather Jr. ,8.8235294117647,9.916837160657725,7.925765280177875,False
5,2,Albert Reed,8.8235294117647,0.9833985991982681,0.8037301244684188,True
5,2,Helio Castroneves,11.344537815126051,8.553787068051362,7.778799908086791,False
5,2,Mel B,9.66386554621848,9.337352626512327,7.859901426988258,False
5,2,Wayne Newton,6.302521008403359,12.121184015838006,7.740732696931186,False
5,2,Marie Osmond,10.08403361344537,9.462931511680273,8.303020042398867,False
5,2,Mark Cuban,7.563025210084031,11.097616712861521,7.899395953784185,False
5,3,Cameron Mathison,9.62343096234309,11.02293012826271,9.435911871366581,False
5,3,Jane Seymour,11.29707112970711,10.919967854712272,9.717321915771578,False
5,3,Sabrina Bryan,11.29707112970711,10.409089021052916,9.377100281077935,False
5,3,Jennie Garth,10.87866108786611,10.720715419396218,9.363607618732251,False
5,3,Floyd Mayweather Jr. ,8.78661087866108,11.35571460917691,9.082397170258512,False
5,3,Helio Castroneves,10.0418410041841,10.94562439905482,9.198621972288313,False
5,3,Mel B,11.29707112970711,10.968555336475017,9.679910177237549,False
5,3,Wayne Newton,7.53138075313807,1.8756108843779498,1.3846923626137453,True
5,3,Marie Osmond,10.87866108786611,10.534130871268662,9.379596820416634,False
5,3,Mark Cuban,8.36820083682008,11.247661476222529,8.985747248736693,False
5,4,Cameron Mathison,11.53846153846153,12.052775108660926,10.32728958922368,False
5,4,Jane Seymour,11.11111111111111,12.41499438703938,10.468923217626475,False
5,4,Sabrina Bryan,12.82051282051282,11.803895264508808,10.363082625972242,False
5,4,Jennie Garth,11.53846153846153,12.307772645037844,10.718105470914445,False
5,4,Floyd Mayweather Jr. ,9.82905982905982,1.6493517638012247,1.2832069211153911,True
5,4,Helio Castroneves,11.53846153846153,11.720710438311176,9.991834687714086,False
5,4,Mel B,11.11111111111111,11.773434275503815,9.930899270946366,False
5,4,Marie Osmond,11.11111111111111,12.15443115468662,10.101484246621174,False
5,4,Mark Cuban,9.4017094017094,14.122634962450222,10.577764565703884,False
5,5,Cameron Mathison,13.06532663316583,13.541652971481536,11.190144940372434,False
5,5,Jane Seymour,13.06532663316583,13.77209031342036,11.783777450484903,False
5,5,Sabrina Bryan,14.07035175879397,13.602456773368079,11.801809790677092,False
5,5,Jennie Garth,12.562814070351749,13.854500313435029,11.514200140469422,False
5,5,Helio Castroneves,11.55778894472361,14.493527411497183,11.388175621199272,False
5,5,Mel B,14.572864321608039,13.323465539275698,11.238435313628656,False
5,5,Marie Osmond,10.552763819095471,15.176092738272693,11.034510201050244,False
5,5,Mark Cuban,10.552763819095471,2.2362139392493927,1.6823267794065064,True
5,6,Cameron Mathison,13.88888888888889,16.448611245912065,12.203970874546608,False
5,6,Jane Seymour,12.22222222222222,17.9487526474953,11.724831235656422,False
5,6,Sabrina Bryan,13.88888888888889,2.204021127526282,1.802705734068435,True
5,6,Jennie Garth,15.0,15.55948021233495,12.310068047333726,False
5,6,Helio Castroneves,15.55555555555555,15.466120190540437,12.275017320658067,False
5,6,Mel B,16.66666666666666,14.840979247790957,12.428171594377048,False
5,6,Marie Osmond,12.777777777777771,17.532035328400006,12.259784726522376,False
5,7,Cameron Mathison,16.34615384615384,19.58979691124143,14.244005704131544,False
5,7,Jane Seymour,16.02564102564102,2.8770831312772707,2.379762294869002,True
5,7,Jennie Garth,16.98717948717948,19.155857937813767,14.096842572144503,False
5,7,Helio Castroneves,16.66666666666666,19.676075458869047,14.697524156449466,False
5,7,Mel B,17.3076923076923,19.097037871808514,14.637057878006068,False
5,7,Marie Osmond,16.66666666666666,19.604148688990012,14.355007420027972,False
5,8,Cameron Mathison,19.391634980988588,4.185697150609555,3.347393966539923,True
5,8,Jennie Garth,19.01140684410646,24.751278796365987,16.031571623666,False
5,8,Helio Castroneves,21.67300380228136,22.85883163494161,16.042203802650004,False
5,8,Mel B,21.29277566539923,23.116371015608625,16.058237107888154,False
5,8,Marie Osmond,18.63117870722433,25.087821402474095,15.689268297778366,False
5,9,Jennie Garth,24.78632478632478,6.248564293226772,4.850959915044641,True
5,9,Helio Castroneves,25.64102564102564,30.412829916364924,18.303006273997187,False
5,9,Mel B,25.64102564102564,30.720091170800853,18.62428466175528,False
5,9,Marie Osmond,23.93162393162393,32.61851461960747,18.662481116728152,False
6,2,Cristian de la Fuente,7.78210116731517,8.876622999874481,7.959062172971804,False
6,2,Steve Guttenberg,6.22568093385214,9.871951339491021,7.835940041445363,False
6,2,Priscilla Presley,8.17120622568093,8.787360546596124,7.7089648712912,False
6,2,Marlee Matlin,9.33852140077821,8.630154659775721,8.001129321825843,False
6,2,Shannon Elizabeth,9.33852140077821,8.805213166191255,8.06018905433529,False
6,2,Marissa Jaret Winokur,8.17120622568093,8.527327557542616,7.637242255802783,False
6,2,Jason Taylor,10.50583657587548,8.785475755431634,8.11931126590922,False
6,2,Kristi Yamaguchi,10.50583657587548,8.658920796958395,8.021357397738067,False
6,2,Monica Seles,5.83657587548638,1.5514270002234105,1.1513433793807561,True
6,2,Penn Jillette,6.61478599221789,9.696367444651184,8.10389434968071,True
6,2,Adam Carolla,7.39299610894941,9.325840601370947,8.177903294606454,False
6,2,Mario,10.11673151750972,8.483338131893275,7.634985295863807,False
6,3,Cristian de la Fuente,10.96491228070175,10.577557449631726,9.35293473282632,False
6,3,Steve Guttenberg,9.21052631578947,1.2630943488189679,1.0298050564114787,True
6,3,Priscilla Presley,11.40350877192982,10.079461993899956,9.185458170126264,False
6,3,Marlee Matlin,9.21052631578947,11.264699571054464,8.800866204768985,False
6,3,Shannon Elizabeth,10.52631578947368,10.344727274073016,9.042548588218661,False
6,3,Marissa Jaret Winokur,8.33333333333333,12.48281594572175,9.03305669209196,False
6,3,Jason Taylor,10.08771929824561,10.67826444071421,8.807489778953038,False
6,3,Kristi Yamaguchi,11.84210526315789,10.319557981749444,9.071167975642274,False
6,3,Adam Carolla,9.21052631578947,11.487894186760858,8.973534340677862,False
6,3,Mario,9.21052631578947,11.501926807575638,9.253701815580744,False
6,4,Cristian de la Fuente,11.55555555555555,12.171745222668523,10.16560956774992,False
6,4,Priscilla Presley,9.77777777777777,12.839921600279345,10.09814027983758,False
6,4,Marlee Matlin,10.66666666666666,12.457245192285189,10.422033967227716,False
6,4,Shannon Elizabeth,12.44444444444444,11.878078608664563,10.371666874718612,False
6,4,Marissa Jaret Winokur,10.66666666666666,12.507658431005881,10.37212009734172,False
6,4,Jason Taylor,12.88888888888889,11.894277955883684,10.363235593937022,False
6,4,Kristi Yamaguchi,12.88888888888889,11.760529120337528,10.288390510574164,False
6,4,Adam Carolla,8.444444444444441,2.224147806408273,1.6075672328788262,True
6,4,Mario,10.66666666666666,12.266396062466978,10.32438648052622,False
6,5,Cristian de la Fuente,11.73469387755102,14.195695044905468,11.35935504020304,False
6,5,Priscilla Presley,10.71428571428571,2.177261543992136,1.7302787434346527,True
6,5,Marlee Matlin,11.22448979591836,14.782635864497246,11.382378561436287,False
6,5,Shannon Elizabeth,11.73469387755102,14.404801291588575,11.172513755692535,False
6,5,Marissa Jaret Winokur,12.244897959183671,13.988811822299107,11.41417274327484,False
6,5,Jason Taylor,13.77551020408163,13.373108985465162,11.254235832213405,False
6,5,Kristi Yamaguchi,14.79591836734693,13.080096394236303,11.537230103378903,False
6,5,Mario,13.77551020408163,13.997589053016057,11.847457606416024,False
6,6,Cristian de la Fuente,15.0,15.533114154716706,12.808187696658672,False
6,6,Marlee Matlin,11.66666666666666,2.8681299083303977,2.195558125766035,True
6,6,Shannon Elizabeth,13.33333333333333,16.497395657209,13.093192875290566,False
6,6,Marissa Jaret Winokur,14.444444444444441,16.649140511879395,13.43500604152911,False
6,6,Jason Taylor,13.33333333333333,16.95433403324729,13.070311966830333,False
6,6,Kristi Yamaguchi,16.66666666666666,15.552066435484962,13.125733233904604,False
6,6,Mario,15.55555555555555,15.94581929913221,13.03748931612839,False
6,7,Cristian de la Fuente,14.886731391585762,20.852120184231897,13.461225466176888,False
6,7,Shannon Elizabeth,16.50485436893204,2.9063877130676787,2.4160929766738586,True
6,7,Marissa Jaret Winokur,16.828478964401288,19.242553469777786,13.892491415254984,False
6,7,Jason Taylor,17.79935275080906,18.692899719533358,13.973737211450045,False
6,7,Kristi Yamaguchi,17.4757281553398,18.77009958950229,13.943898858248774,False
6,7,Mario,16.50485436893204,19.535939323886996,13.535334475861637,False
6,8,Cristian de la Fuente,21.34831460674157,23.136006284925458,15.599361609816876,False
6,8,Marissa Jaret Winokur,18.72659176029962,25.0933038105667,15.641526819296667,False
6,8,Jason Taylor,19.475655430711612,24.419181102675235,16.246306185011512,False
6,8,Kristi Yamaguchi,20.59925093632958,23.21493449119977,15.615179039123488,False
6,8,Mario,19.850187265917597,4.136574310632883,3.33864582474464,True
6,9,Cristian de la Fuente,25.454545454545453,30.505417865911063,18.826816003453963,False
6,9,Marissa Jaret Winokur,23.63636363636363,6.430352345488688,5.015410957750863,True
6,9,Jason Taylor,25.0,32.3487792287074,19.558439288024655,False
6,9,Kristi Yamaguchi,25.90909090909091,30.71545055989286,19.47117649884803,False
7,1,Ted McGinley,7.34126984126984,0.8119791859057902,0.6490039792165951,True
7,1,Cloris Leachman,6.349206349206341,9.485450426643117,7.060990418462395,False
7,1,Susan Lucci,7.34126984126984,8.398946071161987,6.954949662813679,False
7,1,Cody Linley,8.13492063492063,7.60332167610595,6.915411360792831,False
7,1,Misty May-Treanor,8.33333333333333,7.591621966724084,6.855562379478016,False
7,1,Maurice Greene,7.73809523809523,7.933680617088449,7.043339771242775,False
7,1,Warren Sapp,8.53174603174603,7.978701911116181,7.672749127009094,False
7,1,Jeffrey Ross,4.76190476190476,11.065220297904252,7.249891317355699,True
7,1,Toni Braxton,8.92857142857142,7.460532668441514,6.567371633256699,False
7,1,Lance Bass,8.53174603174603,7.218768812712258,6.7506248260506965,False
7,1,Kim Kardashian,7.34126984126984,8.266104075331747,6.628399448867797,False
7,1,Rocco DiSpirito,6.94444444444444,8.550062343278974,6.675159780522989,False
7,1,Brooke Burke,9.72222222222222,7.635609947585697,7.22241060648897,False
7,2,Cloris Leachman,6.7873303167420795,11.731285435002253,8.437074138596115,False
7,2,Susan Lucci,9.502262443438909,9.398375918792713,8.063150758927463,False
7,2,Cody Linley,9.502262443438909,9.762422251674518,8.465869327227491,False
7,2,Misty May-Treanor,9.502262443438909,9.467434726231897,8.569837088478623,False
7,2,Maurice Greene,8.597285067873301,9.804894687536935,8.282735630179323,False
7,2,Warren Sapp,10.85972850678733,9.135184344869534,8.628457094917163,False
7,2,Toni Braxton,10.40723981900452,9.380615697347991,8.232331539121263,False
7,2,Lance Bass,9.0497737556561,9.653333187034601,8.147267527213842,False
7,2,Kim Kardashian,7.69230769230769,1.3404454632828156,1.0267713959161264,True
7,2,Rocco DiSpirito,7.239819004524881,10.750895009601855,7.999337105500366,False
7,2,Brooke Burke,10.85972850678733,9.575113278624892,8.614184635221253,False
7,4,Cloris Leachman,10.83743842364532,12.28839683008787,10.485701023266701,False
7,4,Susan Lucci,11.82266009852216,12.148866786811297,10.398519938116598,False
7,4,Cody Linley,11.33004926108374,12.458944283496775,10.537353866686082,False
7,4,Maurice Greene,9.85221674876847,13.052685689813657,10.57448253215847,False
7,4,Warren Sapp,10.83743842364532,12.500645928667833,10.269757465563359,False
7,4,Toni Braxton,10.83743842364532,12.180209550840258,10.281297355129373,False
7,4,Lance Bass,12.80788177339901,11.763963278534598,10.21715876214091,False
7,4,Rocco DiSpirito,8.866995073891621,2.0074083116016523,1.4767229994717108,True
7,4,Brooke Burke,12.80788177339901,11.59887934014607,10.110530904570801,False
7,5,Cloris Leachman,10.76923076923077,15.34408238451856,11.508367536297268,False
7,5,Susan Lucci,11.28205128205128,15.092845182280202,11.174943062490659,False
7,5,Cody Linley,14.358974358974349,13.067091569862663,11.324098118737071,False
7,5,Maurice Greene,13.846153846153841,12.898277673088385,11.226347117644615,False
7,5,Warren Sapp,12.82051282051282,13.606123974905886,11.227357562623052,False
7,5,Toni Braxton,11.28205128205128,2.03422729153057,1.601815628150301,True
7,5,Lance Bass,10.76923076923077,15.269490743418219,11.02278295465174,False
7,5,Brooke Burke,14.871794871794869,12.687861180395558,10.859057756907877,False
7,6,Cloris Leachman,9.375,3.8785336193133144,2.7326114827246277,True
7,6,Susan Lucci,14.374999999999998,16.308074225674513,13.095204928301285,False
7,6,Cody Linley,14.374999999999998,16.123567605018597,13.233057352785476,False
7,6,Maurice Greene,13.125,16.406211768039025,12.80724996272581,False
7,6,Warren Sapp,15.625,16.268510639472307,13.573328966547173,False
7,6,Lance Bass,16.875,15.73768174202589,13.123681900767467,False
7,6,Brooke Burke,16.25,15.27742040045637,12.940621232316895,False
7,7,Susan Lucci,16.32653061224489,2.958558936752208,2.447351654540724,True
