Season,Week,Name,Judge_Percent,Fan_Min,Fan_Max,Fan_Est,Is_Eliminated
3,3,Joey Lawrence,10.628019323671491,0.01,98.02763285024153,49.01881642512077,False
3,3,Mario Lopez,10.628019323671491,0.01,98.02763285024153,49.01881642512077,False
3,3,Emmitt Smith,9.17874396135265,1.4592753623188417,99.47690821256037,50.46809178743961,False
3,3,Willa Ford,10.628019323671491,0.01,98.02763285024153,49.01881642512077,False
3,3,Sara Evans,12.07729468599033,0.0,98.01763285024153,49.00881642512076,False
3,3,Jerry Springer,10.144927536231881,0.49309178743961035,98.51072463768114,49.50190821256037,False
3,4,Vivica A. Fox,12.12121212121212,0.0,12.870037878787874,6.435018939393937,True
3,4,Monique Coleman,12.12121212121212,0.01,96.93969696969695,48.47484848484848,False
3,4,Joey Lawrence,13.63636363636363,0.0,96.92969696969696,48.46484848484848,False
3,4,Mario Lopez,14.64646464646464,0.0,96.92969696969696,48.46484848484848,False
3,4,Emmitt Smith,12.12121212121212,0.01,96.93969696969697,48.474848484848486,False
3,4,Willa Ford,14.14141414141414,0.0,96.92969696969695,48.464848484848474,False
3,4,Sara Evans,10.1010101010101,2.030202020202019,98.95989898989897,50.4950505050505,False
3,4,Jerry Springer,11.11111111111111,1.0201010101010086,97.94979797979798,49.4849494949495,False
3,5,Monique Coleman,14.917127071823199,0.01,95.53011049723754,47.770055248618775,False
3,5,Joey Lawrence,13.81215469613259,1.1149723756906094,96.63508287292815,48.87502762430938,False
3,5,Mario Lopez,14.917127071823199,0.01,95.53011049723754,47.770055248618775,False
3,5,Emmitt Smith,14.917127071823199,0.01,95.53011049723754,47.770055248618775,False
3,5,Willa Ford,14.917127071823199,0.0,13.645730071033935,6.822865035516967,True
3,5,Sara Evans,13.25966850828729,1.6674585635359096,97.18756906077346,49.427513812154686,False
3,5,Jerry Springer,13.25966850828729,1.6674585635359096,97.18756906077346,49.427513812154686,False
3,7,Monique Coleman,20.0,0.0,100.0,50.0,False
3,7,Joey Lawrence,21.11111111111111,0.0,100.0,50.0,False
3,7,Mario Lopez,20.74074074074074,0.0,100.0,50.0,False
3,7,Emmitt Smith,21.11111111111111,0.0,100.0,50.0,False
3,7,Jerry Springer,17.03703703703703,0.0,22.95496296296297,11.477481481481485,True
3,8,Monique Coleman,24.31192660550458,0.0,25.68057339449541,12.840286697247706,True
3,8,Joey Lawrence,24.77064220183486,0.0,100.0,50.0,False
3,8,Mario Lopez,26.14678899082568,0.0,100.0,50.0,False
3,8,Emmitt Smith,24.77064220183486,0.0,100.0,50.0,False
4,2,John Ratzenberger,8.57142857142857,0.01,98.32734693877549,49.16867346938775,False
4,2,Ian Ziering,8.979591836734691,0.0,98.31734693877549,49.15867346938774,False
4,2,Clyde Drexler,7.346938775510201,1.2344897959183687,99.55183673469385,50.39316326530611,False
4,2,Laila Ali,11.0204081632653,0.0,98.31734693877549,49.15867346938774,False
4,2,Apolo Anton Ohno,10.612244897959181,0.0,98.31734693877549,49.15867346938774,False
4,2,Shandi Finnessey,8.16326530612244,0.41816326530612913,98.73551020408162,49.57683673469388,False
4,2,Paulina Porizkova,8.57142857142857,0.0,9.601298701298695,4.800649350649348,True
4,2,Heather Mills,9.79591836734693,0.0,98.31734693877549,49.15867346938774,False
4,2,Billy Ray Cyrus,8.57142857142857,0.01,98.32734693877549,49.16867346938775,False
4,2,Joey Fatone,9.79591836734693,0.0,98.31734693877549,49.15867346938774,False
4,2,Leeza Gibbons,8.57142857142857,0.01,98.32734693877549,49.16867346938775,False
4,3,John Ratzenberger,9.1743119266055,0.4687155963302809,97.6764220183486,49.072568807339444,False
4,3,Ian Ziering,11.0091743119266,0.0,97.20770642201832,48.60385321100916,False
4,3,Clyde Drexler,7.3394495412844,2.3035779816513804,99.5112844036697,50.907431192660546,False
4,3,Laila Ali,9.63302752293578,0.01,97.21770642201832,48.613853211009165,False
4,3,Apolo Anton Ohno,10.55045871559633,0.0,97.20770642201832,48.60385321100916,False
4,3,Shandi Finnessey,9.63302752293578,0.0,10.357972477064216,5.178986238532108,True
4,3,Heather Mills,11.0091743119266,0.0,97.20770642201832,48.60385321100916,False
4,3,Billy Ray Cyrus,9.63302752293578,0.01,97.21770642201832,48.613853211009165,False
4,3,Joey Fatone,11.0091743119266,0.0,97.20770642201832,48.60385321100916,False
4,3,Leeza Gibbons,11.0091743119266,0.0,97.20770642201832,48.60385321100916,False
4,4,John Ratzenberger,8.42105263157894,0.01,99.46368421052632,49.736842105263165,False
4,4,Ian Ziering,12.63157894736842,0.0,99.45368421052632,49.72684210526316,False
4,4,Clyde Drexler,7.89473684210526,0.5363157894736796,99.99,50.263157894736835,False
4,4,Laila Ali,11.05263157894736,0.0,99.45368421052632,49.72684210526316,False
4,4,Apolo Anton Ohno,13.684210526315791,0.0,99.45368421052632,49.72684210526316,False
4,4,Heather Mills,12.10526315789473,0.0,99.45368421052632,49.72684210526316,False
4,4,Billy Ray Cyrus,11.05263157894736,0.0,99.45368421052632,49.72684210526316,False
4,4,Joey Fatone,14.73684210526315,0.0,99.45368421052632,49.72684210526316,False
4,4,Leeza Gibbons,8.42105263157894,0.0,13.792280701754388,6.896140350877194,True
4,5,John Ratzenberger,10.22727272727272,0.0,100.0,50.0,False
4,5,Ian Ziering,13.63636363636363,0.0,100.0,50.0,False
4,5,Clyde Drexler,7.38636363636363,0.0,17.604886363636368,8.802443181818184,True
4,5,Laila Ali,15.909090909090908,0.0,100.0,50.0,False
4,5,Apolo Anton Ohno,17.04545454545454,0.0,100.0,50.0,False
4,5,Heather Mills,11.93181818181818,0.0,100.0,50.0,False
4,5,Billy Ray Cyrus,9.659090909090901,0.0,100.0,50.0,False
4,5,Joey Fatone,14.20454545454545,0.0,100.0,50.0,False
4,6,John Ratzenberger,11.17647058823529,2.3629411764705885,98.8135294117647,50.588235294117645,False
4,6,Ian Ziering,14.117647058823529,0.0,96.45058823529412,48.22529411764706,False
4,6,Laila Ali,16.47058823529411,0.0,96.45058823529412,48.22529411764706,False
4,6,Apolo Anton Ohno,16.47058823529411,0.0,96.45058823529412,48.22529411764706,False
4,6,Heather Mills,13.529411764705879,0.0,15.033445378151256,7.516722689075628,True
4,6,Billy Ray Cyrus,12.35294117647058,1.1864705882352988,97.63705882352942,49.411764705882355,False
4,6,Joey Fatone,15.88235294117647,0.0,96.45058823529412,48.22529411764706,False
4,7,John Ratzenberger,14.563106796116502,0.0,18.761893203883496,9.380946601941748,True
4,7,Ian Ziering,17.4757281553398,0.0,97.72462783171521,48.862313915857605,False
4,7,Laila Ali,19.09385113268608,0.0,97.72462783171521,48.862313915857605,False
4,7,Apolo Anton Ohno,17.4757281553398,0.0,97.72462783171521,48.862313915857605,False
4,7,Billy Ray Cyrus,12.29773462783171,2.2753721682847914,100.0,51.137686084142395,False
4,7,Joey Fatone,19.09385113268608,0.0,97.72462783171521,48.862313915857605,False
4,8,Ian Ziering,18.72509960159362,0.0,100.0,50.0,False
4,8,Laila Ali,21.11553784860557,0.0,100.0,50.0,False
4,8,Apolo Anton Ohno,23.10756972111553,0.0,100.0,50.0,False
4,8,Billy Ray Cyrus,15.139442231075689,0.0,24.852557768924306,12.426278884462153,True
4,8,Joey Fatone,21.91235059760956,0.0,100.0,50.0,False
4,9,Ian Ziering,24.47257383966244,0.0,25.51992616033756,12.75996308016878,True
4,9,Laila Ali,25.316455696202528,0.0,100.0,50.0,False
4,9,Apolo Anton Ohno,24.894514767932492,0.0,100.0,50.0,False
4,9,Joey Fatone,25.316455696202528,0.0,100.0,50.0,False
5,1,Cameron Mathison,8.17120622568093,0.0,100.0,50.0,False
5,1,Jane Seymour,9.33852140077821,0.0,100.0,50.0,False
5,1,Sabrina Bryan,10.11673151750972,0.0,100.0,50.0,False
5,1,Jennie Garth,8.17120622568093,0.0,100.0,50.0,False
5,1,Floyd Mayweather Jr. ,7.00389105058365,0.0,100.0,50.0,False
5,1,Josie Maran,6.22568093385214,0.0,10.431819066147858,5.215909533073929,True
5,1,Albert Reed,8.17120622568093,0.0,100.0,50.0,False
5,1,Helio Castroneves,9.727626459143961,0.0,100.0,50.0,False
5,1,Mel B,9.33852140077821,0.0,100.0,50.0,False
5,1,Wayne Newton,7.39299610894941,0.0,100.0,50.0,False
5,1,Marie Osmond,8.17120622568093,0.0,100.0,50.0,False
5,1,Mark Cuban,8.17120622568093,0.0,100.0,50.0,False
5,2,Cameron Mathison,8.8235294117647,0.01,96.16848739495798,48.08924369747899,False
5,2,Jane Seymour,8.8235294117647,0.01,96.16848739495798,48.08924369747899,False
5,2,Sabrina Bryan,10.92436974789916,0.0,96.15848739495797,48.07924369747899,False
5,2,Jennie Garth,8.8235294117647,0.01,96.16848739495798,48.08924369747899,False
5,2,Floyd Mayweather Jr. ,8.8235294117647,0.01,96.16848739495798,48.08924369747899,False
5,2,Albert Reed,8.8235294117647,0.0,9.349197860962565,4.674598930481283,True
5,2,Helio Castroneves,11.344537815126051,0.0,96.15848739495797,48.07924369747899,False
5,2,Mel B,9.66386554621848,0.0,96.15848739495797,48.07924369747899,False
5,2,Wayne Newton,6.302521008403359,2.53100840336134,98.68949579831931,50.61025210084033,False
5,2,Marie Osmond,10.08403361344537,0.0,96.15848739495797,48.07924369747899,False
5,2,Mark Cuban,7.563025210084031,1.2705042016806687,97.42899159663864,49.34974789915965,False
5,3,Cameron Mathison,9.62343096234309,0.0,100.0,50.0,False
5,3,Jane Seymour,11.29707112970711,0.0,100.0,50.0,False
5,3,Sabrina Bryan,11.29707112970711,0.0,100.0,50.0,False
5,3,Jennie Garth,10.87866108786611,0.0,100.0,50.0,False
5,3,Floyd Mayweather Jr. ,8.78661087866108,0.0,100.0,50.0,False
5,3,Helio Castroneves,10.0418410041841,0.0,100.0,50.0,False
5,3,Mel B,11.29707112970711,0.0,100.0,50.0,False
5,3,Wayne Newton,7.53138075313807,0.0,12.459619246861925,6.229809623430962,True
5,3,Marie Osmond,10.87866108786611,0.0,100.0,50.0,False
5,3,Mark Cuban,8.36820083682008,0.0,100.0,50.0,False
5,4,Cameron Mathison,11.53846153846153,0.0,99.56264957264958,49.78132478632479,False
5,4,Jane Seymour,11.11111111111111,0.0,99.56264957264958,49.78132478632479,False
5,4,Sabrina Bryan,12.82051282051282,0.0,99.56264957264958,49.78132478632479,False
5,4,Jennie Garth,11.53846153846153,0.0,99.56264957264958,49.78132478632479,False
5,4,Floyd Mayweather Jr. ,9.82905982905982,0.0,12.38427350427351,6.192136752136755,True
5,4,Helio Castroneves,11.53846153846153,0.0,99.56264957264958,49.78132478632479,False
5,4,Mel B,11.11111111111111,0.0,99.56264957264958,49.78132478632479,False
5,4,Marie Osmond,11.11111111111111,0.0,99.56264957264958,49.78132478632479,False
5,4,Mark Cuban,9.4017094017094,0.4373504273504205,100.0,50.21867521367521,False
5,5,Cameron Mathison,13.06532663316583,0.0,99.99,49.995,False
5,5,Jane Seymour,13.06532663316583,0.0,99.99,49.995,False
5,5,Sabrina Bryan,14.07035175879397,0.0,99.99,49.995,False
5,5,Jennie Garth,12.562814070351749,0.0,99.99,49.995,False
5,5,Helio Castroneves,11.55778894472361,0.0,99.99,49.995,False
5,5,Mel B,14.572864321608039,0.0,99.99,49.995,False
5,5,Marie Osmond,10.552763819095471,0.01,100.0,50.005,False
5,5,Mark Cuban,10.552763819095471,0.0,14.438486180904524,7.219243090452262,True
5,6,Cameron Mathison,13.88888888888889,0.01,97.2022222222222,48.606111111111105,False
5,6,Jane Seymour,12.22222222222222,1.6766666666666696,98.86888888888888,50.272777777777776,False
5,6,Sabrina Bryan,13.88888888888889,0.0,14.67396825396825,7.336984126984125,True
5,6,Jennie Garth,15.0,0.0,97.1922222222222,48.5961111111111,False
5,6,Helio Castroneves,15.55555555555555,0.0,97.1922222222222,48.5961111111111,False
5,6,Mel B,16.66666666666666,0.0,97.1922222222222,48.5961111111111,False
5,6,Marie Osmond,12.777777777777771,1.1211111111111178,98.31333333333332,49.71722222222222,False
5,7,Cameron Mathison,16.34615384615384,0.0,100.0,50.0,False
5,7,Jane Seymour,16.02564102564102,0.0,17.299358974358977,8.649679487179489,True
5,7,Jennie Garth,16.98717948717948,0.0,100.0,50.0,False
5,7,Helio Castroneves,16.66666666666666,0.0,100.0,50.0,False
5,7,Mel B,17.3076923076923,0.0,100.0,50.0,False
5,7,Marie Osmond,16.66666666666666,0.0,100.0,50.0,False
5,8,Cameron Mathison,19.391634980988588,0.0,20.600365019011406,10.300182509505703,True
5,8,Jennie Garth,19.01140684410646,0.39022813688212765,99.22954372623575,49.80988593155894,False
5,8,Helio Castroneves,21.67300380228136,0.0,98.83931558935362,49.41965779467681,False
5,8,Mel B,21.29277566539923,0.0,98.83931558935362,49.41965779467681,False
5,8,Marie Osmond,18.63117870722433,0.7704562737642588,99.60977186311787,50.19011406844106,False
5,9,Jennie Garth,24.78632478632478,0.0,25.206175213675213,12.603087606837606,True
5,9,Helio Castroneves,25.64102564102564,0.0,99.13529914529914,49.56764957264957,False
5,9,Mel B,25.64102564102564,0.0,99.13529914529914,49.56764957264957,False
5,9,Marie Osmond,23.93162393162393,0.8647008547008517,100.0,50.43235042735043,False
6,2,Cristian de la Fuente,7.78210116731517,0.0,100.0,50.0,False
6,2,Steve Guttenberg,6.22568093385214,0.0,100.0,50.0,False
6,2,Priscilla Presley,8.17120622568093,0.0,100.0,50.0,False
6,2,Marlee Matlin,9.33852140077821,0.0,100.0,50.0,False
6,2,Shannon Elizabeth,9.33852140077821,0.0,100.0,50.0,False
6,2,Marissa Jaret Winokur,8.17120622568093,0.0,100.0,50.0,False
6,2,Jason Taylor,10.50583657587548,0.0,100.0,50.0,False
6,2,Kristi Yamaguchi,10.50583657587548,0.0,100.0,50.0,False
6,2,Monica Seles,5.83657587548638,0.0,10.820924124513617,5.4104620622568085,True
6,2,Penn Jillette,6.61478599221789,0.0,100.0,50.0,False
6,2,Adam Carolla,7.39299610894941,0.0,100.0,50.0,False
6,2,Mario,10.11673151750972,0.0,100.0,50.0,False
6,3,Cristian de la Fuente,10.96491228070175,0.0,99.08280701754384,49.54140350877192,False
6,3,Steve Guttenberg,9.21052631578947,0.0,10.780473684210524,5.390236842105262,True
6,3,Priscilla Presley,11.40350877192982,0.0,99.08280701754384,49.54140350877192,False
6,3,Marlee Matlin,9.21052631578947,0.01,99.09280701754385,49.55140350877193,False
6,3,Shannon Elizabeth,10.52631578947368,0.0,99.08280701754384,49.54140350877192,False
6,3,Marissa Jaret Winokur,8.33333333333333,0.8871929824561404,99.96999999999998,50.42859649122806,False
6,3,Jason Taylor,10.08771929824561,0.0,99.08280701754384,49.54140350877192,False
6,3,Kristi Yamaguchi,11.84210526315789,0.0,99.08280701754384,49.54140350877192,False
6,3,Adam Carolla,9.21052631578947,0.01,99.09280701754385,49.55140350877193,False
6,3,Mario,9.21052631578947,0.01,99.09280701754385,49.55140350877193,False
6,4,Cristian de la Fuente,11.55555555555555,0.0,100.0,50.0,False
6,4,Priscilla Presley,9.77777777777777,0.0,100.0,50.0,False
6,4,Marlee Matlin,10.66666666666666,0.0,100.0,50.0,False
6,4,Shannon Elizabeth,12.44444444444444,0.0,100.0,50.0,False
6,4,Marissa Jaret Winokur,10.66666666666666,0.0,100.0,50.0,False
6,4,Jason Taylor,12.88888888888889,0.0,100.0,50.0,False
6,4,Kristi Yamaguchi,12.88888888888889,0.0,100.0,50.0,False
6,4,Adam Carolla,8.444444444444441,0.0,13.768888888888888,6.884444444444444,True
6,4,Mario,10.66666666666666,0.0,100.0,50.0,False
6,5,Cristian de la Fuente,11.73469387755102,0.0,100.0,50.0,False
6,5,Priscilla Presley,10.71428571428571,0.0,14.276964285714286,7.138482142857143,True
6,5,Marlee Matlin,11.22448979591836,0.0,100.0,50.0,False
6,5,Shannon Elizabeth,11.73469387755102,0.0,100.0,50.0,False
6,5,Marissa Jaret Winokur,12.244897959183671,0.0,100.0,50.0,False
6,5,Jason Taylor,13.77551020408163,0.0,100.0,50.0,False
6,5,Kristi Yamaguchi,14.79591836734693,0.0,100.0,50.0,False
6,5,Mario,13.77551020408163,0.0,100.0,50.0,False
6,6,Cristian de la Fuente,15.0,0.0,100.0,50.0,False
6,6,Marlee Matlin,11.66666666666666,0.0,16.896190476190476,8.448095238095238,True
6,6,Shannon Elizabeth,13.33333333333333,0.0,100.0,50.0,False
6,6,Marissa Jaret Winokur,14.444444444444441,0.0,100.0,50.0,False
6,6,Jason Taylor,13.33333333333333,0.0,100.0,50.0,False
6,6,Kristi Yamaguchi,16.66666666666666,0.0,100.0,50.0,False
6,6,Mario,15.55555555555555,0.0,100.0,50.0,False
6,7,Cristian de la Fuente,14.886731391585762,1.6281229773462782,99.99,50.80906148867314,False
6,7,Shannon Elizabeth,16.50485436893204,0.0,16.820145631067955,8.410072815533978,True
6,7,Marissa Jaret Winokur,16.828478964401288,0.0,98.36187702265372,49.18093851132686,False
6,7,Jason Taylor,17.79935275080906,0.0,98.36187702265372,49.18093851132686,False
6,7,Kristi Yamaguchi,17.4757281553398,0.0,98.36187702265372,49.18093851132686,False
6,7,Mario,16.50485436893204,0.01,98.37187702265372,49.19093851132686,False
6,8,Cristian de la Fuente,21.34831460674157,0.0,98.48187265917603,49.24093632958802,False
6,8,Marissa Jaret Winokur,18.72659176029962,1.1335955056179776,99.61546816479401,50.37453183520599,False
6,8,Jason Taylor,19.475655430711612,0.38453183520598544,98.86640449438202,49.62546816479401,False
6,8,Kristi Yamaguchi,20.59925093632958,0.0,98.48187265917603,49.24093632958802,False
6,8,Mario,19.850187265917597,0.0,20.141812734082396,10.070906367041198,True
6,9,Cristian de la Fuente,25.454545454545453,0.0,100.0,50.0,False
6,9,Marissa Jaret Winokur,23.63636363636363,0.0,26.356136363636367,13.178068181818183,True
6,9,Jason Taylor,25.0,0.0,100.0,50.0,False
6,9,Kristi Yamaguchi,25.90909090909091,0.0,100.0,50.0,False
7,1,Ted McGinley,7.34126984126984,0.0,8.03411477411477,4.017057387057385,True
7,1,Cloris Leachman,6.349206349206341,1.0020634920634992,96.98380952380951,48.992936507936506,False
7,1,Susan Lucci,7.34126984126984,0.01,95.99174603174602,48.00087301587301,False
7,1,Cody Linley,8.13492063492063,0.0,95.98174603174601,47.99087301587301,False
7,1,Misty May-Treanor,8.33333333333333,0.0,95.98174603174601,47.99087301587301,False
7,1,Maurice Greene,7.73809523809523,0.0,95.98174603174601,47.99087301587301,False
7,1,Warren Sapp,8.53174603174603,0.0,95.98174603174601,47.99087301587301,False
7,1,Jeffrey Ross,4.76190476190476,2.5893650793650798,98.5711111111111,50.58023809523809,False
7,1,Toni Braxton,8.92857142857142,0.0,95.98174603174601,47.99087301587301,False
7,1,Lance Bass,8.53174603174603,0.0,95.98174603174601,47.99087301587301,False
7,1,Kim Kardashian,7.34126984126984,0.01,95.99174603174602,48.00087301587301,False
7,1,Rocco DiSpirito,6.94444444444444,0.40682539682539987,96.38857142857141,48.397698412698404,False
7,1,Brooke Burke,9.72222222222222,0.0,95.98174603174601,47.99087301587301,False
7,2,Cloris Leachman,6.7873303167420795,0.9149773755656103,99.53751131221719,50.2262443438914,False
7,2,Susan Lucci,9.502262443438909,0.0,98.62253393665158,49.31126696832579,False
7,2,Cody Linley,9.502262443438909,0.0,98.62253393665158,49.31126696832579,False
7,2,Misty May-Treanor,9.502262443438909,0.0,98.62253393665158,49.31126696832579,False
7,2,Maurice Greene,8.597285067873301,0.0,98.62253393665158,49.31126696832579,False
7,2,Warren Sapp,10.85972850678733,0.0,98.62253393665158,49.31126696832579,False
7,2,Toni Braxton,10.40723981900452,0.0,98.62253393665158,49.31126696832579,False
7,2,Lance Bass,9.0497737556561,0.0,98.62253393665158,49.31126696832579,False
7,2,Kim Kardashian,7.69230769230769,0.0,10.480419580419579,5.240209790209789,True
7,2,Rocco DiSpirito,7.239819004524881,0.46248868778280916,99.08502262443439,49.7737556561086,False
7,2,Brooke Burke,10.85972850678733,0.0,98.62253393665158,49.31126696832579,False
7,4,Cloris Leachman,10.83743842364532,0.0,100.0,50.0,False
7,4,Susan Lucci,11.82266009852216,0.0,100.0,50.0,False
7,4,Cody Linley,11.33004926108374,0.0,100.0,50.0,False
7,4,Maurice Greene,9.85221674876847,0.0,100.0,50.0,False
7,4,Warren Sapp,10.83743842364532,0.0,100.0,50.0,False
7,4,Toni Braxton,10.83743842364532,0.0,100.0,50.0,False
7,4,Lance Bass,12.80788177339901,0.0,100.0,50.0,False
7,4,Rocco DiSpirito,8.866995073891621,0.0,13.346338259441714,6.673169129720857,True
7,4,Brooke Burke,12.80788177339901,0.0,100.0,50.0,False
7,5,Cloris Leachman,10.76923076923077,0.5228205128205092,99.46717948717948,49.995,False
7,5,Susan Lucci,11.28205128205128,0.01,98.95435897435897,49.482179487179486,False
7,5,Cody Linley,14.358974358974349,0.0,98.94435897435896,49.47217948717948,False
