season,week,celebrity_name,industry,judge_percent,est_fan_percent,is_eliminated
2,5,George Hamilton,Actor/Actress,15.89403973509933,16.33986928104575,False
2,5,Lisa Rinna,Actor/Actress,16.556291390728468,16.33986928104575,False
2,5,Stacy Keibler,Athlete,19.867549668874172,18.30065359477124,False
2,5,Jerry Rice,Athlete,15.2317880794702,18.30065359477124,False
2,5,Drew Lachey,Singer/Rapper,17.880794701986748,14.37908496732026,False
2,6,George Hamilton,Actor/Actress,17.29323308270676,19.53125,True
2,6,Lisa Rinna,Actor/Actress,20.300751879699238,19.53125,False
2,6,Stacy Keibler,Athlete,22.5563909774436,21.875,False
2,6,Jerry Rice,Athlete,17.29323308270676,21.875,False
2,6,Drew Lachey,Singer/Rapper,22.5563909774436,17.1875,False
2,7,Lisa Rinna,Actor/Actress,25.98039215686274,22.609212681106634,True
2,7,Stacy Keibler,Athlete,26.96078431372549,27.270401172366377,False
2,7,Jerry Rice,Athlete,20.09803921568627,28.491565622283108,False
2,7,Drew Lachey,Singer/Rapper,26.96078431372549,21.628820524243885,False
3,1,Harry Hamlin,Actor/Actress,8.0188679245283,9.433962264150944,False
3,1,Vivica A. Fox,Actor/Actress,10.37735849056603,9.433962264150944,False
3,1,Monique Coleman,Actor/Actress,8.96226415094339,9.433962264150944,False
3,1,Joey Lawrence,Actor/Actress,9.90566037735849,9.433962264150944,False
3,1,Mario Lopez,Actor/Actress,12.264150943396219,9.433962264150944,False
3,1,Emmitt Smith,Athlete,11.32075471698113,10.566037735849058,False
3,1,Shanna Moakler,Model,8.49056603773584,7.547169811320755,False
3,1,Willa Ford,Singer/Rapper,10.37735849056603,8.30188679245283,False
3,1,Sara Evans,Singer/Rapper,7.0754716981132,8.30188679245283,False
3,1,Jerry Springer,TV Personality,7.54716981132075,9.056603773584905,False
3,1,Tucker Carlson,TV Personality,5.66037735849056,9.056603773584905,True
3,2,Harry Hamlin,Actor/Actress,9.13043478260869,10.37344398340249,False
3,2,Vivica A. Fox,Actor/Actress,10.43478260869565,10.37344398340249,False
3,2,Monique Coleman,Actor/Actress,11.30434782608695,10.37344398340249,False
3,2,Joey Lawrence,Actor/Actress,12.60869565217391,10.37344398340249,False
3,2,Mario Lopez,Actor/Actress,9.13043478260869,10.37344398340249,False
3,2,Emmitt Smith,Athlete,10.43478260869565,11.618257261410788,False
3,2,Shanna Moakler,Model,9.56521739130434,8.29875518672199,True
3,2,Willa Ford,Singer/Rapper,10.0,9.12863070539419,False
3,2,Sara Evans,Singer/Rapper,9.13043478260869,9.12863070539419,False
3,2,Jerry Springer,TV Personality,8.260869565217389,9.95850622406639,False
3,3,Harry Hamlin,Actor/Actress,10.628019323671491,10.611939544459807,True
3,3,Vivica A. Fox,Actor/Actress,13.04347826086956,11.28018518178352,False
3,3,Monique Coleman,Actor/Actress,13.04347826086956,11.280185182458668,False
3,3,Joey Lawrence,Actor/Actress,10.628019323671491,11.280185182458668,False
3,3,Mario Lopez,Actor/Actress,10.628019323671491,11.280185182458668,False
3,3,Emmitt Smith,Athlete,9.17874396135265,12.638779142110634,False
3,3,Willa Ford,Singer/Rapper,10.628019323671491,10.611939544459805,False
3,3,Sara Evans,Singer/Rapper,12.07729468599033,9.921569707910818,False
3,3,Jerry Springer,TV Personality,10.144927536231881,11.095031331899417,False
3,4,Vivica A. Fox,Actor/Actress,12.12121212121212,11.257803217580221,True
3,4,Monique Coleman,Actor/Actress,12.12121212121212,12.643302896469212,False
3,4,Joey Lawrence,Actor/Actress,13.63636363636363,12.643302894669667,False
3,4,Mario Lopez,Actor/Actress,14.64646464646464,12.643302894669665,False
3,4,Emmitt Smith,Athlete,12.12121212121212,14.21931177754501,False
3,4,Willa Ford,Singer/Rapper,14.14141414141414,11.047066853602757,False
3,4,Sara Evans,Singer/Rapper,10.1010101010101,13.278005237782239,False
3,4,Jerry Springer,TV Personality,11.11111111111111,12.267904227681228,False
3,5,Monique Coleman,Actor/Actress,14.917127071823199,14.619883040922813,False
3,5,Joey Lawrence,Actor/Actress,13.81215469613259,14.619883040922813,False
3,5,Mario Lopez,Actor/Actress,14.917127071823199,14.619883040922813,False
3,5,Emmitt Smith,Athlete,14.917127071823199,16.374269005744033,False
3,5,Willa Ford,Singer/Rapper,14.917127071823199,12.036767794333123,True
3,5,Sara Evans,Singer/Rapper,13.25966850828729,13.694226357869033,False
3,5,Jerry Springer,TV Personality,13.25966850828729,14.035087719285386,False
3,7,Monique Coleman,Actor/Actress,20.0,19.68503937007874,False
3,7,Joey Lawrence,Actor/Actress,21.11111111111111,19.68503937007874,False
3,7,Mario Lopez,Actor/Actress,20.74074074074074,19.68503937007874,False
3,7,Emmitt Smith,Athlete,21.11111111111111,22.04724409448819,False
3,7,Jerry Springer,TV Personality,17.03703703703703,18.89763779527559,True
3,8,Monique Coleman,Actor/Actress,24.31192660550458,24.271844660194176,True
3,8,Joey Lawrence,Actor/Actress,24.77064220183486,24.271844660194176,False
3,8,Mario Lopez,Actor/Actress,26.14678899082568,24.271844660194176,False
3,8,Emmitt Smith,Athlete,24.77064220183486,27.184466019417474,False
4,2,John Ratzenberger,Actor/Actress,8.57142857142857,9.469696969696969,False
4,2,Ian Ziering,Actor/Actress,8.979591836734691,9.469696969696969,False
4,2,Clyde Drexler,Athlete,7.346938775510201,10.606060606060606,False
4,2,Laila Ali,Athlete,11.0204081632653,10.606060606060606,False
4,2,Apolo Anton Ohno,Athlete,10.612244897959181,10.606060606060606,False
4,2,Shandi Finnessey,Beauty Pagent,8.16326530612244,8.333333333333332,False
4,2,Paulina Porizkova,Model,8.57142857142857,7.575757575757576,True
4,2,Heather Mills,Model,9.79591836734693,7.575757575757576,False
4,2,Billy Ray Cyrus,Singer/Rapper,8.57142857142857,8.333333333333332,False
4,2,Joey Fatone,Singer/Rapper,9.79591836734693,8.333333333333332,False
4,2,Leeza Gibbons,TV Personality,8.57142857142857,9.090909090909092,False
4,3,John Ratzenberger,Actor/Actress,9.1743119266055,10.245901639344263,False
4,3,Ian Ziering,Actor/Actress,11.0091743119266,10.245901639344263,False
4,3,Clyde Drexler,Athlete,7.3394495412844,11.475409836065573,False
4,3,Laila Ali,Athlete,9.63302752293578,11.475409836065573,False
4,3,Apolo Anton Ohno,Athlete,10.55045871559633,11.475409836065573,False
4,3,Shandi Finnessey,Beauty Pagent,9.63302752293578,9.01639344262295,True
4,3,Heather Mills,Model,11.0091743119266,8.19672131147541,False
4,3,Billy Ray Cyrus,Singer/Rapper,9.63302752293578,9.01639344262295,False
4,3,Joey Fatone,Singer/Rapper,11.0091743119266,9.01639344262295,False
4,3,Leeza Gibbons,TV Personality,11.0091743119266,9.836065573770492,False
4,4,John Ratzenberger,Actor/Actress,8.42105263157894,11.26126126126126,False
4,4,Ian Ziering,Actor/Actress,12.63157894736842,11.26126126126126,False
4,4,Clyde Drexler,Athlete,7.89473684210526,12.612612612612612,False
4,4,Laila Ali,Athlete,11.05263157894736,12.612612612612612,False
4,4,Apolo Anton Ohno,Athlete,13.684210526315791,12.612612612612612,False
4,4,Heather Mills,Model,12.10526315789473,9.00900900900901,False
4,4,Billy Ray Cyrus,Singer/Rapper,11.05263157894736,9.90990990990991,False
4,4,Joey Fatone,Singer/Rapper,14.73684210526315,9.90990990990991,False
4,4,Leeza Gibbons,TV Personality,8.42105263157894,10.81081081081081,True
4,5,John Ratzenberger,Actor/Actress,10.22727272727272,12.584818057094429,False
4,5,Ian Ziering,Actor/Actress,13.63636363636363,12.584818057094429,False
4,5,Clyde Drexler,Athlete,7.38636363636363,13.886693367758534,True
4,5,Laila Ali,Athlete,15.909090909090908,14.101426693782468,False
4,5,Apolo Anton Ohno,Athlete,17.04545454545454,14.101426692488479,False
4,5,Heather Mills,Model,11.93181818181818,10.058669389499983,False
4,5,Billy Ray Cyrus,Singer/Rapper,9.659090909090901,11.613966095031262,False
4,5,Joey Fatone,Singer/Rapper,14.20454545454545,11.068181647250412,False
4,6,John Ratzenberger,Actor/Actress,11.17647058823529,14.705882352941178,False
4,6,Ian Ziering,Actor/Actress,14.117647058823529,14.705882352941178,False
4,6,Laila Ali,Athlete,16.47058823529411,16.470588235294116,False
4,6,Apolo Anton Ohno,Athlete,16.47058823529411,16.470588235294116,False
4,6,Heather Mills,Model,13.529411764705879,11.76470588235294,True
4,6,Billy Ray Cyrus,Singer/Rapper,12.35294117647058,12.941176470588237,False
4,6,Joey Fatone,Singer/Rapper,15.88235294117647,12.941176470588237,False
4,7,John Ratzenberger,Actor/Actress,14.563106796116502,14.902939433426903,True
4,7,Ian Ziering,Actor/Actress,17.4757281553398,16.464311649874517,False
4,7,Laila Ali,Athlete,19.09385113268608,18.547293714052042,False
4,7,Apolo Anton Ohno,Athlete,17.4757281553398,18.547293714052042,False
4,7,Billy Ray Cyrus,Singer/Rapper,12.29773462783171,17.168311601711697,False
4,7,Joey Fatone,Singer/Rapper,19.09385113268608,14.369849886882797,False
4,8,Ian Ziering,Actor/Actress,18.72509960159362,20.0,False
4,8,Laila Ali,Athlete,21.11553784860557,22.400000000000002,False
4,8,Apolo Anton Ohno,Athlete,23.10756972111553,22.400000000000002,False
4,8,Billy Ray Cyrus,Singer/Rapper,15.139442231075689,17.599999999999998,True
4,8,Joey Fatone,Singer/Rapper,21.91235059760956,17.599999999999998,False
4,9,Ian Ziering,Actor/Actress,24.47257383966244,23.339340253695127,True
4,9,Laila Ali,Athlete,25.316455696202528,27.082600674574916,False
4,9,Apolo Anton Ohno,Athlete,24.894514767932492,27.082600674574916,False
4,9,Joey Fatone,Singer/Rapper,25.316455696202528,22.49545839715504,False
5,1,Cameron Mathison,Actor/Actress,8.17120622568093,8.928571428571429,False
5,1,Jane Seymour,Actor/Actress,9.33852140077821,8.928571428571429,False
5,1,Sabrina Bryan,Actor/Actress,10.11673151750972,8.928571428571429,False
5,1,Jennie Garth,Actor/Actress,8.17120622568093,8.928571428571429,False
5,1,Floyd Mayweather Jr. ,Athlete,7.00389105058365,10.0,False
5,1,Josie Maran,Model,6.22568093385214,7.142857142857142,True
5,1,Albert Reed,Model,8.17120622568093,7.142857142857142,False
5,1,Helio Castroneves,Racing Driver,9.727626459143961,7.857142857142857,False
5,1,Mel B,Singer/Rapper,9.33852140077821,7.857142857142857,False
5,1,Wayne Newton,Singer/Rapper,7.39299610894941,7.857142857142857,False
5,1,Marie Osmond,Singer/Rapper,8.17120622568093,7.857142857142857,False
5,1,Mark Cuban,TV Personality,8.17120622568093,8.571428571428571,False
5,2,Cameron Mathison,Actor/Actress,8.8235294117647,9.595758038191883,False
5,2,Jane Seymour,Actor/Actress,8.8235294117647,9.595758038191883,False
5,2,Sabrina Bryan,Actor/Actress,10.92436974789916,9.595758038191883,False
5,2,Jennie Garth,Actor/Actress,8.8235294117647,9.595758038191883,False
5,2,Floyd Mayweather Jr. ,Athlete,8.8235294117647,10.750298928132764,False
5,2,Albert Reed,Model,8.8235294117647,6.905453127863558,True
5,2,Helio Castroneves,Racing Driver,11.344537815126051,8.441203867201555,False
5,2,Mel B,Singer/Rapper,9.66386554621848,8.441203867201555,False
5,2,Wayne Newton,Singer/Rapper,6.302521008403359,9.426461531224898,False
5,2,Marie Osmond,Singer/Rapper,10.08403361344537,8.441203867318642,False
5,2,Mark Cuban,TV Personality,7.563025210084031,9.2111426582895,False
5,3,Cameron Mathison,Actor/Actress,9.62343096234309,10.416666666666668,False
5,3,Jane Seymour,Actor/Actress,11.29707112970711,10.416666666666668,False
5,3,Sabrina Bryan,Actor/Actress,11.29707112970711,10.416666666666668,False
5,3,Jennie Garth,Actor/Actress,10.87866108786611,10.416666666666668,False
5,3,Floyd Mayweather Jr. ,Athlete,8.78661087866108,11.666666666666666,False
5,3,Helio Castroneves,Racing Driver,10.0418410041841,9.166666666666666,False
5,3,Mel B,Singer/Rapper,11.29707112970711,9.166666666666666,False
5,3,Wayne Newton,Singer/Rapper,7.53138075313807,9.166666666666666,True
5,3,Marie Osmond,Singer/Rapper,10.87866108786611,9.166666666666666,False
5,3,Mark Cuban,TV Personality,8.36820083682008,10.0,False
5,4,Cameron Mathison,Actor/Actress,11.53846153846153,11.379437668848826,False
5,4,Jane Seymour,Actor/Actress,11.11111111111111,11.379437668848825,False
5,4,Sabrina Bryan,Actor/Actress,12.82051282051282,11.379437668848825,False
5,4,Jennie Garth,Actor/Actress,11.53846153846153,11.379437668848825,False
5,4,Floyd Mayweather Jr. ,Athlete,9.82905982905982,11.654724910437718,True
5,4,Helio Castroneves,Racing Driver,11.53846153846153,10.000101819605979,False
5,4,Mel B,Singer/Rapper,11.11111111111111,10.37267362838643,False
5,4,Marie Osmond,Singer/Rapper,11.11111111111111,10.372673628386428,False
5,4,Mark Cuban,TV Personality,9.4017094017094,12.08207533778814,False
5,5,Cameron Mathison,Actor/Actress,13.06532663316583,13.12225617842272,False
5,5,Jane Seymour,Actor/Actress,13.06532663316583,13.12225617842272,False
5,5,Sabrina Bryan,Actor/Actress,14.07035175879397,13.12225617842272,False
5,5,Jennie Garth,Actor/Actress,12.562814070351749,13.12225617842272,False
5,5,Helio Castroneves,Racing Driver,11.55778894472361,11.542019762549565,False
5,5,Mel B,Singer/Rapper,14.572864321608039,11.542019762549565,False
5,5,Marie Osmond,Singer/Rapper,10.552763819095471,12.213467880604991,False
5,5,Mark Cuban,TV Personality,10.552763819095471,12.213467880604993,True
5,6,Cameron Mathison,Actor/Actress,13.88888888888889,14.981726028775906,False
5,6,Jane Seymour,Actor/Actress,12.22222222222222,15.343970103149035,False
5,6,Sabrina Bryan,Actor/Actress,13.88888888888889,13.677303436482363,True
5,6,Jennie Garth,Actor/Actress,15.0,14.981726027862212,False
5,6,Helio Castroneves,Racing Driver,15.55555555555555,13.113429928068502,False
5,6,Mel B,Singer/Rapper,16.66666666666666,13.113429928068504,False
5,6,Marie Osmond,Singer/Rapper,12.777777777777771,14.788414547593481,False
5,7,Cameron Mathison,Actor/Actress,16.34615384615384,17.658576784761873,False
5,7,Jane Seymour,Actor/Actress,16.02564102564102,16.811737248644704,True
5,7,Jennie Garth,Actor/Actress,16.98717948717948,17.658576784761873,False
5,7,Helio Castroneves,Racing Driver,16.66666666666666,16.170711607619065,False
5,7,Mel B,Singer/Rapper,17.3076923076923,15.529685966593423,False
5,7,Marie Osmond,Singer/Rapper,16.66666666666666,16.170711607619065,False
5,8,Cameron Mathison,Actor/Actress,19.391634980988588,20.178358961126335,True
5,8,Jennie Garth,Actor/Actress,19.01140684410646,21.420031569753576,False
5,8,Helio Castroneves,Racing Driver,21.67300380228136,18.73139711711475,False
5,8,Mel B,Singer/Rapper,21.29277566539923,18.73139711711475,False
5,8,Marie Osmond,Singer/Rapper,18.63117870722433,20.938815234890594,False
5,9,Jennie Garth,Actor/Actress,24.78632478632478,25.213675213675216,True
5,9,Helio Castroneves,Racing Driver,25.64102564102564,24.35897435897436,False
5,9,Mel B,Singer/Rapper,25.64102564102564,24.35897435897436,False
5,9,Marie Osmond,Singer/Rapper,23.93162393162393,26.06837606837606,False
6,2,Cristian de la Fuente,Actor/Actress,7.78210116731517,8.291622181010414,False
6,2,Steve Guttenberg,Actor/Actress,6.22568093385214,8.45822683789003,False
6,2,Priscilla Presley,Actor/Actress,8.17120622568093,8.291622181010416,False
6,2,Marlee Matlin,Actor/Actress,9.33852140077821,8.291622181010416,False
6,2,Shannon Elizabeth,Actor/Actress,9.33852140077821,8.291622181010416,False
6,2,Marissa Jaret Winokur,Actor/Actress,8.17120622568093,8.291622181010416,False
6,2,Jason Taylor,Athlete,10.50583657587548,9.293080195891962,False
6,2,Kristi Yamaguchi,Athlete,10.50583657587548,9.293080195891962,False
6,2,Monica Seles,Athlete,5.83657587548638,8.84733189625579,True
6,2,Penn Jillette,Magician,6.61478599221789,8.06912177952428,False
6,2,Adam Carolla,Radio Personality,7.39299610894941,7.290911662792761,False
6,2,Mario,Singer/Rapper,10.11673151750972,7.290136526701149,False
6,3,Cristian de la Fuente,Actor/Actress,10.96491228070175,9.963567501880059,False
6,3,Steve Guttenberg,Actor/Actress,9.21052631578947,9.23471394733047,True
6,3,Priscilla Presley,Actor/Actress,11.40350877192982,9.96356750918084,False
6,3,Marlee Matlin,Actor/Actress,9.21052631578947,9.963567509180843,False
6,3,Shannon Elizabeth,Actor/Actress,10.52631578947368,9.963567502061165,False
6,3,Marissa Jaret Winokur,Actor/Actress,8.33333333333333,10.11190692978661,False
6,3,Jason Taylor,Athlete,10.08771929824561,11.164840602959545,False
6,3,Kristi Yamaguchi,Athlete,11.84210526315789,11.164840602959544,False
6,3,Adam Carolla,Radio Personality,9.21052631578947,9.23471394733047,False
6,3,Mario,Singer/Rapper,9.21052631578947,9.23471394733047,False
6,4,Cristian de la Fuente,Actor/Actress,11.55555555555555,11.11111111111111,False
6,4,Priscilla Presley,Actor/Actress,9.77777777777777,11.11111111111111,False
6,4,Marlee Matlin,Actor/Actress,10.66666666666666,11.11111111111111,False
6,4,Shannon Elizabeth,Actor/Actress,12.44444444444444,11.11111111111111,False
6,4,Marissa Jaret Winokur,Actor/Actress,10.66666666666666,11.11111111111111,False
6,4,Jason Taylor,Athlete,12.88888888888889,12.444444444444445,False
6,4,Kristi Yamaguchi,Athlete,12.88888888888889,12.444444444444445,False
6,4,Adam Carolla,Radio Personality,8.444444444444441,9.777777777777779,True
6,4,Mario,Singer/Rapper,10.66666666666666,9.777777777777779,False
6,5,Cristian de la Fuente,Actor/Actress,11.73469387755102,12.31527093596059,False
6,5,Priscilla Presley,Actor/Actress,10.71428571428571,12.31527093596059,True
6,5,Marlee Matlin,Actor/Actress,11.22448979591836,12.31527093596059,False
6,5,Shannon Elizabeth,Actor/Actress,11.73469387755102,12.31527093596059,False
6,5,Marissa Jaret Winokur,Actor/Actress,12.244897959183671,12.31527093596059,False
6,5,Jason Taylor,Athlete,13.77551020408163,13.793103448275861,False
6,5,Kristi Yamaguchi,Athlete,14.79591836734693,13.793103448275861,False
6,5,Mario,Singer/Rapper,13.77551020408163,10.83743842364532,False
6,6,Cristian de la Fuente,Actor/Actress,15.0,14.04494382022472,False
6,6,Marlee Matlin,Actor/Actress,11.66666666666666,14.04494382022472,True
6,6,Shannon Elizabeth,Actor/Actress,13.33333333333333,14.04494382022472,False
6,6,Marissa Jaret Winokur,Actor/Actress,14.444444444444441,14.04494382022472,False
6,6,Jason Taylor,Athlete,13.33333333333333,15.730337078651685,False
6,6,Kristi Yamaguchi,Athlete,16.66666666666666,15.730337078651685,False
6,6,Mario,Singer/Rapper,15.55555555555555,12.359550561797752,False
6,7,Cristian de la Fuente,Actor/Actress,14.886731391585762,16.817306946918706,False
6,7,Shannon Elizabeth,Actor/Actress,16.50485436893204,15.19918396957243,True
6,7,Marissa Jaret Winokur,Actor/Actress,16.828478964401288,16.286348114545312,False
6,7,Jason Taylor,Athlete,17.79935275080906,18.248988499695564,False
6,7,Kristi Yamaguchi,Athlete,17.4757281553398,18.248988499695564,False
6,7,Mario,Singer/Rapper,16.50485436893204,15.19918396957243,False
6,8,Cristian de la Fuente,Actor/Actress,21.34831460674157,19.53125,False
6,8,Marissa Jaret Winokur,Actor/Actress,18.72659176029962,19.53125,False
6,8,Jason Taylor,Athlete,19.475655430711612,21.875,False
6,8,Kristi Yamaguchi,Athlete,20.59925093632958,21.875,False
6,8,Mario,Singer/Rapper,19.850187265917597,17.1875,True
6,9,Cristian de la Fuente,Actor/Actress,25.454545454545453,23.58490566037736,False
6,9,Marissa Jaret Winokur,Actor/Actress,23.63636363636363,23.58490566037736,True
6,9,Jason Taylor,Athlete,25.0,26.41509433962264,False
6,9,Kristi Yamaguchi,Athlete,25.90909090909091,26.41509433962264,False
7,1,Ted McGinley,Actor/Actress,7.34126984126984,6.410772899796357,True
7,1,Cloris Leachman,Actor/Actress,6.349206349206341,7.688806143475123,False
7,1,Susan Lucci,Actor/Actress,7.34126984126984,7.688806143475125,False
7,1,Cody Linley,Actor/Actress,8.13492063492063,7.688806143475125,False
7,1,Misty May-Treanor,Athlete,8.33333333333333,8.651270861478329,False
7,1,Maurice Greene,Athlete,7.73809523809523,8.651270861478327,False
7,1,Warren Sapp,Athlete,8.53174603174603,8.651270861478329,False
7,1,Jeffrey Ross,Comedian,4.76190476190476,8.990137979161435,False
7,1,Toni Braxton,Singer/Rapper,8.92857142857142,6.722058313496003,False
7,1,Lance Bass,Singer/Rapper,8.53174603174603,6.722058305726151,False
7,1,Kim Kardashian,TV Personality,7.34126984126984,7.378247158050273,False
7,1,Rocco DiSpirito,TV Personality,6.94444444444444,7.378247164454715,False
7,1,Brooke Burke,TV Personality,9.72222222222222,7.378247164454715,False
7,2,Cloris Leachman,Actor/Actress,6.7873303167420795,9.300973536276025,False
7,2,Susan Lucci,Actor/Actress,9.502262443438909,9.090909090917464,False
7,2,Cody Linley,Actor/Actress,9.502262443438909,9.090909090917464,False
7,2,Misty May-Treanor,Athlete,9.502262443438909,10.18181818173549,False
7,2,Maurice Greene,Athlete,8.597285067873301,10.18181818173549,False
7,2,Warren Sapp,Athlete,10.85972850678733,10.18181818173549,False
7,2,Toni Braxton,Singer/Rapper,10.40723981900452,8.000000000098916,False
7,2,Lance Bass,Singer/Rapper,9.0497737556561,8.000000000098916,False
7,2,Kim Kardashian,TV Personality,7.69230769230769,8.395996160710414,True
7,2,Rocco DiSpirito,TV Personality,7.239819004524881,8.848484848493225,False
7,2,Brooke Burke,TV Personality,10.85972850678733,8.7272727272811,False
7,4,Cloris Leachman,Actor/Actress,10.83743842364532,11.210762331838566,False
7,4,Susan Lucci,Actor/Actress,11.82266009852216,11.210762331838566,False
7,4,Cody Linley,Actor/Actress,11.33004926108374,11.210762331838566,False
7,4,Maurice Greene,Athlete,9.85221674876847,12.556053811659194,False
7,4,Warren Sapp,Athlete,10.83743842364532,12.556053811659194,False
7,4,Toni Braxton,Singer/Rapper,10.83743842364532,9.865470852017937,False
7,4,Lance Bass,Singer/Rapper,12.80788177339901,9.865470852017937,False
7,4,Rocco DiSpirito,TV Personality,8.866995073891621,10.762331838565023,True
7,4,Brooke Burke,TV Personality,12.80788177339901,10.762331838565023,False
7,5,Cloris Leachman,Actor/Actress,10.76923076923077,12.562814070351887,False
7,5,Susan Lucci,Actor/Actress,11.28205128205128,12.562814070351887,False
7,5,Cody Linley,Actor/Actress,14.358974358974349,12.562814070351887,False
7,5,Maurice Greene,Athlete,13.846153846153841,14.070351758703037,False
7,5,Warren Sapp,Athlete,12.82051282051282,14.070351758703037,False
7,5,Toni Braxton,Singer/Rapper,11.28205128205128,10.798866125589967,True
7,5,Lance Bass,Singer/Rapper,10.76923076923077,11.311686638410478,False
7,5,Brooke Burke,TV Personality,14.871794871794869,12.060301507537817,False
7,6,Cloris Leachman,Actor/Actress,9.375,14.124293785310735,True
7,6,Susan Lucci,Actor/Actress,14.374999999999998,14.124293785310735,False
7,6,Cody Linley,Actor/Actress,14.374999999999998,14.124293785310735,False
7,6,Maurice Greene,Athlete,13.125,15.819209039548024,False
7,6,Warren Sapp,Athlete,15.625,15.819209039548024,False
7,6,Lance Bass,Singer/Rapper,16.875,12.429378531073446,False
7,6,Brooke Burke,TV Personality,16.25,13.559322033898304,False
7,7,Susan Lucci,Actor/Actress,16.32653061224489,15.59055051301471,True
7,7,Cody Linley,Actor/Actress,14.96598639455782,16.951094730701783,False
7,7,Maurice Greene,Athlete,17.00680272108843,18.393547804017782,False
7,7,Warren Sapp,Athlete,14.28571428571428,18.393547804017782,False
7,7,Lance Bass,Singer/Rapper,17.00680272108843,14.910278404171173,False
7,7,Brooke Burke,TV Personality,20.40816326530612,15.760980744076775,False
7,8,Cody Linley,Actor/Actress,18.8235294117647,20.154365596596932,False
7,8,Maurice Greene,Athlete,18.8235294117647,20.154365596596936,True
7,8,Warren Sapp,Athlete,21.17647058823529,21.788270444645,False
7,8,Lance Bass,Singer/Rapper,19.6078431372549,19.370051871106735,False
7,8,Brooke Burke,TV Personality,21.56862745098039,18.532946491054407,False
7,9,Cody Linley,Actor/Actress,22.88557213930348,25.252525252525253,True
