season,week,scheme,celebrity_name,total_judge_score,judge_percent,judge_rank,eliminated_after_week,vote_share_point,vote_share_min,vote_share_max
2,1,rank,Jerry Rice,21.0,0.1076923076923077,5.0,False,0.08654696844605839,0.05,0.18
2,1,rank,Giselle Fernandez,23.0,0.1179487179487179,2.0,False,0.08629376252196634,0.05,0.18
2,1,rank,Master P,12.0,0.0615384615384615,10.0,False,0.08407603530536613,0.05,0.18
2,1,rank,Drew Lachey,24.0,0.123076923076923,1.0,False,0.1275944796697316,0.05,0.18
2,1,rank,Kenny Mayne,13.0,0.0666666666666666,9.0,False,0.09110134810663474,0.05,0.18
2,1,percentage,Tatum O'Neal,23.0,0.1179487179487179,2.0,False,0.0790510012478949,0.05,0.18
2,1,percentage,Tia Carrere,20.0,0.1025641025641025,6.0,False,0.09278103880068808,0.05,0.18
2,1,percentage,George Hamilton,18.0,0.0923076923076923,8.0,False,0.1136577402136857,0.05,0.18
2,1,percentage,Lisa Rinna,19.0,0.0974358974358974,7.0,False,0.11436445281564603,0.05,0.18
2,1,percentage,Stacy Keibler,22.0,0.1128205128205128,4.0,False,0.08515670477996543,0.05,0.18
2,1,percentage,Jerry Rice,21.0,0.1076923076923077,5.0,False,0.09365684068452475,0.05,0.18
2,1,percentage,Giselle Fernandez,23.0,0.1179487179487179,2.0,False,0.11058389965258976,0.05,0.18
2,1,percentage,Master P,12.0,0.0615384615384615,10.0,False,0.08657803105300726,0.05,0.18
2,1,percentage,Drew Lachey,24.0,0.123076923076923,1.0,False,0.06775382240324257,0.05,0.18
2,1,percentage,Kenny Mayne,13.0,0.0666666666666666,9.0,False,0.11785084977905642,0.05,0.18
2,2,rank,Tatum O'Neal,17.0,0.085,8.0,False,0.1286261780438696,0.0611111111111111,0.19111111111111112
2,2,rank,Tia Carrere,22.0,0.11,5.0,False,0.0997255657659208,0.0611111111111111,0.19111111111111112
2,2,rank,George Hamilton,22.0,0.11,5.0,False,0.10576167348067084,0.0611111111111111,0.19111111111111112
2,2,rank,Lisa Rinna,20.0,0.1,7.0,False,0.10659217384497777,0.0611111111111111,0.19111111111111112
2,2,rank,Stacy Keibler,29.0,0.145,1.0,False,0.12453708095221504,0.0611111111111111,0.19111111111111112
2,2,rank,Jerry Rice,23.0,0.115,4.0,False,0.1403536105914657,0.0611111111111111,0.19111111111111112
2,2,rank,Giselle Fernandez,24.0,0.12,3.0,False,0.15660045039270626,0.0611111111111111,0.19111111111111112
2,2,rank,Master P,16.0,0.08,9.0,False,0.14840755672808387,0.0611111111111111,0.19111111111111112
2,2,rank,Drew Lachey,27.0,0.135,2.0,False,0.09578434648353189,0.0611111111111111,0.19111111111111112
2,2,percentage,Tatum O'Neal,17.0,0.085,8.0,False,0.14771077285058215,0.0611111111111111,0.19111111111111112
2,2,percentage,Tia Carrere,22.0,0.11,5.0,False,0.10897041757373126,0.0611111111111111,0.19111111111111112
2,2,percentage,George Hamilton,22.0,0.11,5.0,False,0.11639211520076655,0.0611111111111111,0.19111111111111112
2,2,percentage,Lisa Rinna,20.0,0.1,7.0,False,0.0937958058405245,0.0611111111111111,0.19111111111111112
2,2,percentage,Stacy Keibler,29.0,0.145,1.0,False,0.11329284655881236,0.0611111111111111,0.19111111111111112
2,2,percentage,Jerry Rice,23.0,0.115,4.0,False,0.07323535152061887,0.0611111111111111,0.19111111111111112
2,2,percentage,Giselle Fernandez,24.0,0.12,3.0,False,0.10868087667142902,0.0611111111111111,0.19111111111111112
2,2,percentage,Master P,16.0,0.08,9.0,False,0.1081799405293588,0.0611111111111111,0.19111111111111112
2,2,percentage,Drew Lachey,27.0,0.135,2.0,False,0.12809594514321104,0.0611111111111111,0.19111111111111112
2,3,rank,Tia Carrere,26.0,0.1428571428571428,3.0,False,0.17495068249223655,0.075,0.20500000000000002
2,3,rank,George Hamilton,22.0,0.1208791208791208,5.0,False,0.14378494041142773,0.075,0.20500000000000002
2,3,rank,Lisa Rinna,25.0,0.1373626373626373,4.0,False,0.10452315254645084,0.075,0.20500000000000002
2,3,rank,Stacy Keibler,27.0,0.1483516483516483,1.0,False,0.1565047949819961,0.075,0.20500000000000002
2,3,rank,Jerry Rice,19.0,0.1043956043956044,7.0,False,0.11977881984425212,0.075,0.20500000000000002
2,3,rank,Giselle Fernandez,22.0,0.1208791208791208,5.0,False,0.13738944974255385,0.075,0.20500000000000002
2,3,rank,Master P,14.0,0.0769230769230769,8.0,False,0.12598909422100021,0.075,0.20500000000000002
2,3,rank,Drew Lachey,27.0,0.1483516483516483,1.0,False,0.11189056959124186,0.075,0.20500000000000002
2,3,percentage,Tia Carrere,26.0,0.1428571428571428,3.0,False,0.10385627250676013,0.075,0.20500000000000002
2,3,percentage,George Hamilton,22.0,0.1208791208791208,5.0,False,0.14813178123271598,0.075,0.20500000000000002
2,3,percentage,Lisa Rinna,25.0,0.1373626373626373,4.0,False,0.13091529148110545,0.075,0.20500000000000002
2,3,percentage,Stacy Keibler,27.0,0.1483516483516483,1.0,False,0.12631167057976528,0.075,0.20500000000000002
2,3,percentage,Jerry Rice,19.0,0.1043956043956044,7.0,False,0.11349117670817695,0.075,0.20500000000000002
2,3,percentage,Giselle Fernandez,22.0,0.1208791208791208,5.0,False,0.13286260659190588,0.075,0.20500000000000002
2,3,percentage,Master P,14.0,0.0769230769230769,8.0,False,0.1307155448238126,0.075,0.20500000000000002
2,3,percentage,Drew Lachey,27.0,0.1483516483516483,1.0,False,0.12801536770917304,0.075,0.20500000000000002
2,4,rank,Tia Carrere,25.0,0.1582278481012658,4.0,False,0.1639597712729183,0.09285714285714285,0.22285714285714286
2,4,rank,George Hamilton,21.0,0.1329113924050632,6.0,False,0.12899292533704962,0.09285714285714285,0.22285714285714286
2,4,rank,Lisa Rinna,26.0,0.1645569620253164,2.0,False,0.16102782114744846,0.09285714285714285,0.22285714285714286
2,4,rank,Stacy Keibler,26.0,0.1645569620253164,2.0,False,0.14618501402344228,0.09285714285714285,0.22285714285714286
2,4,rank,Jerry Rice,24.0,0.1518987341772152,5.0,False,0.16007610685005896,0.09285714285714285,0.22285714285714286
2,4,rank,Master P,8.0,0.050632911392405,7.0,False,0.1517860773509904,0.09285714285714285,0.22285714285714286
2,4,rank,Drew Lachey,28.0,0.1772151898734177,1.0,False,0.1323820672350946,0.09285714285714285,0.22285714285714286
2,4,percentage,Tia Carrere,25.0,0.1582278481012658,4.0,False,0.12898721798929544,0.09285714285714285,0.22285714285714286
2,4,percentage,George Hamilton,21.0,0.1329113924050632,6.0,False,0.11624987348962576,0.09285714285714285,0.22285714285714286
2,4,percentage,Lisa Rinna,26.0,0.1645569620253164,2.0,False,0.1461476850252524,0.09285714285714285,0.22285714285714286
2,4,percentage,Stacy Keibler,26.0,0.1645569620253164,2.0,False,0.18654030169435135,0.09285714285714285,0.22285714285714286
2,4,percentage,Jerry Rice,24.0,0.1518987341772152,5.0,False,0.14036785597893633,0.09285714285714285,0.22285714285714286
2,4,percentage,Master P,8.0,0.050632911392405,7.0,False,0.15106931606101853,0.09285714285714285,0.22285714285714286
2,4,percentage,Drew Lachey,28.0,0.1772151898734177,1.0,False,0.1394380898745493,0.09285714285714285,0.22285714285714286
2,5,rank,Tia Carrere,22.0,0.1456953642384106,6.0,False,0.1534635370887277,0.11666666666666665,0.24666666666666665
2,5,rank,George Hamilton,24.0,0.1589403973509933,4.0,False,0.14405991123363118,0.11666666666666665,0.24666666666666665
2,5,rank,Lisa Rinna,25.0,0.1655629139072847,3.0,False,0.18024779194527302,0.11666666666666665,0.24666666666666665
2,5,rank,Stacy Keibler,30.0,0.1986754966887417,1.0,False,0.1631729318941636,0.11666666666666665,0.24666666666666665
2,5,rank,Jerry Rice,23.0,0.152317880794702,5.0,False,0.15981351627128818,0.11666666666666665,0.24666666666666665
2,5,rank,Drew Lachey,27.0,0.1788079470198675,2.0,False,0.18086236561710647,0.11666666666666665,0.24666666666666665
2,5,percentage,Tia Carrere,22.0,0.1456953642384106,6.0,False,0.1269598255541713,0.11666666666666665,0.24666666666666665
2,5,percentage,George Hamilton,24.0,0.1589403973509933,4.0,False,0.18266349425331435,0.11666666666666665,0.24666666666666665
2,5,percentage,Lisa Rinna,25.0,0.1655629139072847,3.0,False,0.1525742653312918,0.11666666666666665,0.24666666666666665
2,5,percentage,Stacy Keibler,30.0,0.1986754966887417,1.0,False,0.16944539620878823,0.11666666666666665,0.24666666666666665
2,5,percentage,Jerry Rice,23.0,0.152317880794702,5.0,False,0.16680104415712527,0.11666666666666665,0.24666666666666665
2,5,percentage,Drew Lachey,27.0,0.1788079470198675,2.0,False,0.1454944129073088,0.11666666666666665,0.24666666666666665
2,6,rank,George Hamilton,23.0,0.1729323308270676,4.0,False,0.18986183120730168,0.15000000000000002,0.28
2,6,rank,Lisa Rinna,27.0,0.2030075187969924,3.0,False,0.17232237263904482,0.15000000000000002,0.28
2,6,rank,Stacy Keibler,30.0,0.225563909774436,1.0,False,0.21780592019162154,0.15000000000000002,0.28
2,6,rank,Jerry Rice,23.0,0.1729323308270676,4.0,False,0.20161140193642924,0.15000000000000002,0.28
2,6,rank,Drew Lachey,30.0,0.225563909774436,1.0,False,0.19379501211975925,0.15000000000000002,0.28
2,6,percentage,George Hamilton,23.0,0.1729323308270676,4.0,False,0.23238834605574882,0.15000000000000002,0.28
2,6,percentage,Lisa Rinna,27.0,0.2030075187969924,3.0,False,0.17849692355063979,0.15000000000000002,0.28
2,6,percentage,Stacy Keibler,30.0,0.225563909774436,1.0,False,0.14560853293113757,0.15000000000000002,0.28
2,6,percentage,Jerry Rice,23.0,0.1729323308270676,4.0,False,0.1933079113546112,0.15000000000000002,0.28
2,6,percentage,Drew Lachey,30.0,0.225563909774436,1.0,False,0.17968375372520493,0.15000000000000002,0.28
2,7,rank,Lisa Rinna,26.5,0.2598039215686274,3.0,False,0.24236071957602037,0.2,0.33
2,7,rank,Stacy Keibler,27.5,0.2696078431372549,1.0,False,0.2591868605031483,0.2,0.33
2,7,rank,Jerry Rice,20.5,0.2009803921568627,4.0,False,0.24239929554367498,0.2,0.33
2,7,rank,Drew Lachey,27.5,0.2696078431372549,1.0,False,0.2397467845750215,0.2,0.33
2,7,percentage,Lisa Rinna,26.5,0.2598039215686274,3.0,False,0.2803943464061636,0.2,0.33
2,7,percentage,Stacy Keibler,27.5,0.2696078431372549,1.0,False,0.27802864909824127,0.2,0.33
2,7,percentage,Jerry Rice,20.5,0.2009803921568627,4.0,False,0.23511722240170352,0.2,0.33
2,7,percentage,Drew Lachey,27.5,0.2696078431372549,1.0,False,0.23571706348324165,0.2,0.33
2,8,rank,Stacy Keibler,28.6665,0.339920718960216,2.0,False,0.3417489698307955,0.2833333333333333,0.41333333333333333
2,8,rank,Jerry Rice,26.666600000000003,0.3162063678588072,3.0,False,0.33878113414178,0.2833333333333333,0.41333333333333333
2,8,rank,Drew Lachey,28.9998,0.3438729131809768,1.0,False,0.2827086791520554,0.2833333333333333,0.41333333333333333
2,8,percentage,Stacy Keibler,28.6665,0.339920718960216,2.0,False,0.34540791982397434,0.2833333333333333,0.41333333333333333
2,8,percentage,Jerry Rice,26.666600000000003,0.3162063678588072,3.0,False,0.3333322552894155,0.2833333333333333,0.41333333333333333
2,8,percentage,Drew Lachey,28.9998,0.3438729131809768,1.0,False,0.3673491896974389,0.2833333333333333,0.41333333333333333
3,1,rank,Harry Hamlin,17.0,0.080188679245283,8.0,False,0.0780638410998317,0.04090909090909091,0.1709090909090909
3,1,rank,Vivica A. Fox,22.0,0.1037735849056603,3.0,False,0.10017755447648313,0.04090909090909091,0.1709090909090909
3,1,rank,Monique Coleman,19.0,0.0896226415094339,6.0,False,0.11358829322804467,0.04090909090909091,0.1709090909090909
3,1,rank,Joey Lawrence,21.0,0.0990566037735849,5.0,False,0.08427132311661367,0.04090909090909091,0.1709090909090909
3,1,rank,Mario Lopez,26.0,0.1226415094339622,1.0,False,0.07857832280720276,0.04090909090909091,0.1709090909090909
3,1,rank,Emmitt Smith,24.0,0.1132075471698113,2.0,False,0.10465520725196342,0.04090909090909091,0.1709090909090909
3,1,rank,Shanna Moakler,18.0,0.0849056603773584,7.0,False,0.09924230344428446,0.04090909090909091,0.1709090909090909
3,1,rank,Willa Ford,22.0,0.1037735849056603,3.0,False,0.09786736821553388,0.04090909090909091,0.1709090909090909
3,1,rank,Sara Evans,15.0,0.070754716981132,10.0,False,0.04712829353655865,0.04090909090909091,0.1709090909090909
3,1,rank,Jerry Springer,16.0,0.0754716981132075,9.0,False,0.08449763383745215,0.04090909090909091,0.1709090909090909
3,1,rank,Tucker Carlson,12.0,0.0566037735849056,11.0,False,0.10603943927213068,0.04090909090909091,0.1709090909090909
3,1,percentage,Harry Hamlin,17.0,0.080188679245283,8.0,False,0.09802610786593652,0.04090909090909091,0.1709090909090909
3,1,percentage,Vivica A. Fox,22.0,0.1037735849056603,3.0,False,0.09747445543799886,0.04090909090909091,0.1709090909090909
3,1,percentage,Monique Coleman,19.0,0.0896226415094339,6.0,False,0.09216138077751565,0.04090909090909091,0.1709090909090909
3,1,percentage,Joey Lawrence,21.0,0.0990566037735849,5.0,False,0.08453880130795419,0.04090909090909091,0.1709090909090909
3,1,percentage,Mario Lopez,26.0,0.1226415094339622,1.0,False,0.1209278326410188,0.04090909090909091,0.1709090909090909
3,1,percentage,Emmitt Smith,24.0,0.1132075471698113,2.0,False,0.07970125400553323,0.04090909090909091,0.1709090909090909
3,1,percentage,Shanna Moakler,18.0,0.0849056603773584,7.0,False,0.0883579568220722,0.04090909090909091,0.1709090909090909
3,1,percentage,Willa Ford,22.0,0.1037735849056603,3.0,False,0.09228043441521246,0.04090909090909091,0.1709090909090909
3,1,percentage,Sara Evans,15.0,0.070754716981132,10.0,False,0.127084641733543,0.04090909090909091,0.1709090909090909
3,1,percentage,Jerry Springer,16.0,0.0754716981132075,9.0,False,0.07576146765317854,0.04090909090909091,0.1709090909090909
3,1,percentage,Tucker Carlson,12.0,0.0566037735849056,11.0,False,0.10326533597692564,0.04090909090909091,0.1709090909090909
3,2,rank,Harry Hamlin,21.0,0.0913043478260869,7.0,False,0.10082367862160806,0.05,0.18
3,2,rank,Vivica A. Fox,24.0,0.1043478260869565,3.0,False,0.08516114170961986,0.05,0.18
3,2,rank,Monique Coleman,26.0,0.1130434782608695,2.0,False,0.09292990389137727,0.05,0.18
3,2,rank,Joey Lawrence,29.0,0.1260869565217391,1.0,False,0.08629257204289617,0.05,0.18
3,2,rank,Mario Lopez,21.0,0.0913043478260869,7.0,False,0.08836980957280982,0.05,0.18
3,2,rank,Emmitt Smith,24.0,0.1043478260869565,3.0,False,0.08691625900828322,0.05,0.18
3,2,rank,Shanna Moakler,22.0,0.0956521739130434,6.0,False,0.07875640087404195,0.05,0.18
3,2,rank,Willa Ford,23.0,0.1,5.0,False,0.09897929437722246,0.05,0.18
3,2,rank,Sara Evans,21.0,0.0913043478260869,7.0,False,0.1148987083709873,0.05,0.18
3,2,rank,Jerry Springer,19.0,0.0826086956521739,10.0,False,0.10373067035957871,0.05,0.18
3,2,percentage,Harry Hamlin,21.0,0.0913043478260869,7.0,False,0.10968784847910273,0.05,0.18
3,2,percentage,Vivica A. Fox,24.0,0.1043478260869565,3.0,False,0.09888196970307078,0.05,0.18
3,2,percentage,Monique Coleman,26.0,0.1130434782608695,2.0,False,0.07444235431010031,0.05,0.18
3,2,percentage,Joey Lawrence,29.0,0.1260869565217391,1.0,False,0.10473489798018465,0.05,0.18
3,2,percentage,Mario Lopez,21.0,0.0913043478260869,7.0,False,0.10533136894716391,0.05,0.18
3,2,percentage,Emmitt Smith,24.0,0.1043478260869565,3.0,False,0.13081109873135796,0.05,0.18
3,2,percentage,Shanna Moakler,22.0,0.0956521739130434,6.0,False,0.12339189418018465,0.05,0.18
3,2,percentage,Willa Ford,23.0,0.1,5.0,False,0.10813491075393813,0.05,0.18
3,2,percentage,Sara Evans,21.0,0.0913043478260869,7.0,False,0.11177483804608151,0.05,0.18
3,2,percentage,Jerry Springer,19.0,0.0826086956521739,10.0,False,0.09909589375772784,0.05,0.18
3,3,rank,Harry Hamlin,22.0,0.1062801932367149,4.0,False,0.12070478208362415,0.0611111111111111,0.19111111111111112
3,3,rank,Vivica A. Fox,27.0,0.1304347826086956,1.0,False,0.11574594509440575,0.0611111111111111,0.19111111111111112
3,3,rank,Monique Coleman,27.0,0.1304347826086956,1.0,False,0.09341801985578282,0.0611111111111111,0.19111111111111112
3,3,rank,Joey Lawrence,22.0,0.1062801932367149,4.0,False,0.09621924124951342,0.0611111111111111,0.19111111111111112
3,3,rank,Mario Lopez,22.0,0.1062801932367149,4.0,False,0.15830230905209391,0.0611111111111111,0.19111111111111112
3,3,rank,Emmitt Smith,19.0,0.0917874396135265,9.0,False,0.1215795206736534,0.0611111111111111,0.19111111111111112
3,3,rank,Willa Ford,22.0,0.1062801932367149,4.0,False,0.11401414836719659,0.0611111111111111,0.19111111111111112
3,3,rank,Sara Evans,25.0,0.1207729468599033,3.0,False,0.08134131346477726,0.0611111111111111,0.19111111111111112
3,3,rank,Jerry Springer,21.0,0.1014492753623188,8.0,False,0.08929144317371997,0.0611111111111111,0.19111111111111112
3,3,percentage,Harry Hamlin,22.0,0.1062801932367149,4.0,False,0.10735690559214336,0.0611111111111111,0.19111111111111112
3,3,percentage,Vivica A. Fox,27.0,0.1304347826086956,1.0,False,0.11792825838502762,0.0611111111111111,0.19111111111111112
3,3,percentage,Monique Coleman,27.0,0.1304347826086956,1.0,False,0.0902217251391179,0.0611111111111111,0.19111111111111112
3,3,percentage,Joey Lawrence,22.0,0.1062801932367149,4.0,False,0.14448926318732636,0.0611111111111111,0.19111111111111112
3,3,percentage,Mario Lopez,22.0,0.1062801932367149,4.0,False,0.1263329782534565,0.0611111111111111,0.19111111111111112
3,3,percentage,Emmitt Smith,19.0,0.0917874396135265,9.0,False,0.1256168625804567,0.0611111111111111,0.19111111111111112
3,3,percentage,Willa Ford,22.0,0.1062801932367149,4.0,False,0.13163425698068149,0.0611111111111111,0.19111111111111112
3,3,percentage,Sara Evans,25.0,0.1207729468599033,3.0,False,0.08914919375296937,0.0611111111111111,0.19111111111111112
3,3,percentage,Jerry Springer,21.0,0.1014492753623188,8.0,False,0.1486338207191297,0.0611111111111111,0.19111111111111112
3,4,rank,Vivica A. Fox,24.0,0.1212121212121212,4.0,False,0.10954376372734621,0.075,0.20500000000000002
3,4,rank,Monique Coleman,24.0,0.1212121212121212,4.0,False,0.13541235218478084,0.075,0.20500000000000002
3,4,rank,Joey Lawrence,27.0,0.1363636363636363,3.0,False,0.12091306927133948,0.075,0.20500000000000002
3,4,rank,Mario Lopez,29.0,0.1464646464646464,1.0,False,0.10761859941475507,0.075,0.20500000000000002
3,4,rank,Emmitt Smith,24.0,0.1212121212121212,4.0,False,0.07359111790935749,0.075,0.20500000000000002
3,4,rank,Willa Ford,28.0,0.1414141414141414,2.0,False,0.13050280006811804,0.075,0.20500000000000002
3,4,rank,Sara Evans,20.0,0.101010101010101,8.0,False,0.12675747694464984,0.075,0.20500000000000002
3,4,rank,Jerry Springer,22.0,0.1111111111111111,7.0,False,0.12978582831834037,0.075,0.20500000000000002
3,4,percentage,Vivica A. Fox,24.0,0.1212121212121212,4.0,False,0.14690759577617468,0.075,0.20500000000000002
3,4,percentage,Monique Coleman,24.0,0.1212121212121212,4.0,False,0.08956849236911651,0.075,0.20500000000000002
3,4,percentage,Joey Lawrence,27.0,0.1363636363636363,3.0,False,0.11089949363699701,0.075,0.20500000000000002
3,4,percentage,Mario Lopez,29.0,0.1464646464646464,1.0,False,0.09402800784634735,0.075,0.20500000000000002
3,4,percentage,Emmitt Smith,24.0,0.1212121212121212,4.0,False,0.07041138840694572,0.075,0.20500000000000002
3,4,percentage,Willa Ford,28.0,0.1414141414141414,2.0,False,0.14990653969453138,0.075,0.20500000000000002
3,4,percentage,Sara Evans,20.0,0.101010101010101,8.0,False,0.10752673639323648,0.075,0.20500000000000002
3,4,percentage,Jerry Springer,22.0,0.1111111111111111,7.0,False,0.10868490083449343,0.075,0.20500000000000002
3,5,rank,Monique Coleman,27.0,0.149171270718232,1.0,False,0.1718125954171432,0.09285714285714285,0.22285714285714286
3,5,rank,Joey Lawrence,25.0,0.1381215469613259,5.0,False,0.12238987556066534,0.09285714285714285,0.22285714285714286
3,5,rank,Mario Lopez,27.0,0.149171270718232,1.0,False,0.13521553591950433,0.09285714285714285,0.22285714285714286
3,5,rank,Emmitt Smith,27.0,0.149171270718232,1.0,False,0.14486349115050834,0.09285714285714285,0.22285714285714286
3,5,rank,Willa Ford,27.0,0.149171270718232,1.0,False,0.14557856358180912,0.09285714285714285,0.22285714285714286
3,5,rank,Sara Evans,24.0,0.1325966850828729,6.0,False,0.17536165243209417,0.09285714285714285,0.22285714285714286
3,5,rank,Jerry Springer,24.0,0.1325966850828729,6.0,False,0.12710662752382934,0.09285714285714285,0.22285714285714286
3,5,percentage,Monique Coleman,27.0,0.149171270718232,1.0,False,0.15967678981162914,0.09285714285714285,0.22285714285714286
